id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open
4NHEIc9GtUXZmGuhFMkmwA,Yogurtland,The Strip,3850 S Las Vegas Blvd,Las Vegas,NV,89109,36.099,-115.175,3,14,1
0XoTT540HMB_5q4Exj8yGA,Four Seasons Hotel Las Vegas,The Strip,3960 S Las Vegas Blvd,Las Vegas,NV,89119,36.0904,-115.174,4.5,395,1
153QMny_1adtMtsf6MP95A,Starbucks,The Strip,3960 S Las Vegas Blvd,Las Vegas,NV,89119,36.0911,-115.174,2,10,1
1h3ysSuSazvXc1aeLiiOew,Subway,The Strip,3950 S Las Vegas Blvd,Las Vegas,NV,89119,36.0885,-115.173,3,5,1
5k2rzQJ_YroCyKsnt63XFg,Texaco Short Line Express Market,Centennial,6390 N Durango Dr,Las Vegas,NV,89149,36.2769,-115.287,1,6,1
2Mp53KxlGeZJkodTuqpVow,Project Pie - MGM,The Strip,3799 S Las Vegas Blvd,Las Vegas,NV,89109,36.1023,-115.169,4.5,383,0
3ZPlK9cFXYsKIVMgdT4yVA,Reviv At Mgm Grand,The Strip,3799 S Las Vegas Blvd,Las Vegas,NV,89109,36.1034,-115.169,4.5,69,1
4Xbzw4L_kpD0SwvyohJBlA,Fresh Start Movers,Southeast,3799 S Las Vegas Blvd,Las Vegas,NV,89123,36.0524,-115.169,4.5,16,1
1QDkd1ay5Mgr4VaTPOIpCA,CIRCUS 1903 - The Golden Age of Circus,The Strip,3655 S Las Vegas Blvd,Las Vegas,NV,89109,36.1124,-115.17,4.5,60,1
0FwTYXU8VvqQiQ174xz5EQ,Gem Optical,Eastside,3300 E Flamingo Rd,Las Vegas,NV,89121,36.1164,-115.103,3,10,1
3sPSc8NBvrkXi7scpRYDLg,Hello Tokyo,Eastside,3870 E Flamingo Rd,Las Vegas,NV,89121,36.1162,-115.09,4,87,0
3MLNXh5KrJmh2FDRXeipmg,Godiva Chocolatier,Southeast,6711 S Las Vegas Blvd,Las Vegas,NV,89101,36.0682,-115.175,4,29,1
6IFURyc3BzRbO0KX3xbMIQ,Schofield Middle School,Southeast,8625 Spencer St,Las Vegas,NV,89123,36.032,-115.128,2.5,4,1
4AgpYGnU6CigknzmMDqlaA,JFK Exhibit,The Strip,3801 S Las Vegas Blvd,Las Vegas,NV,89109,36.0994,-115.171,1,5,1
3iu_3Ip1m4QLTutHdRmc4w,CLIQUE Bar & Lounge,The Strip,3708 S Las Vegas Blvd,Las Vegas,NV,89109,36.1099,-115.175,4,76,1
4OeBE57Hs4WMLOTtT32d1Q,"Bubba D's BBQ",Centennial,6050 Sky Pointe Dr,Las Vegas,NV,89130,36.2715,-115.261,2,16,0
2Hz8dUsUsNMCX6hXfhD4TA,B Bar,The Strip,3131 S Las Vegas Blvd,Las Vegas,NV,89109,36.1266,-115.165,3,12,1
04alYZB3N4gBnzKKOYkFhQ,Air Done Right,,,Las Vegas,NV,89103,36.1104,-115.207,5,41,1
0BA9KyTOis61faFJrnmgZA,The Alternative,,,Las Vegas,NV,88901,36.18,-115.14,5,3,1
0bwQWqTDtGL1O32Kbkyd3Q,Green Orchid Events,Southeast,,Las Vegas,NV,89119,36.0765,-115.153,5,13,1
0C36stkEIwi9aBlWfi72Pg,Expert Carpet Cleaning,Sunrise,,Las Vegas,NV,89101,36.183,-115.091,4,4,1
0cn4zw0_PFoivCFtvCx6jQ,DB Mobile Notary Service,The Strip,,Las Vegas,NV,,36.1147,-115.173,5,3,1
0eI3NAlvfVt4YrWPVZ_HXg,"Floor Seasons, Inc.",Centennial,,Las Vegas,NV,89149,36.2684,-115.296,3.5,3,1
0f3nlMdNpVki1pyHPdV1fQ,Flowers by Donka,,,Las Vegas,NV,89108,36.2031,-115.224,4,5,1
0FSV_rwCR7hWRVNwjv4bNg,Hawkeye Appliance Repair,Northwest,,Las Vegas,NV,89129,36.2331,-115.272,2,17,1
0fuGTfu7afB9dW5UmtFTMA,"Gibson's Canine Classroom",Southeast,,Las Vegas,NV,89119,36.0803,-115.159,4.5,12,1
0H0h7rCTPMItHS6t2yrskw,LV Hot Tubs and Spas,,,Las Vegas,NV,89044,35.9209,-115.165,5,9,1
0IsYZXjAnggWVZh36MquIg,Happy Paws Mobile Grooming,Northwest,,Las Vegas,NV,89129,36.2331,-115.272,5,18,1
0iTPEAfI4td0VmxqMLpX6A,Downtown Details,,,Las Vegas,NV,89103,36.1104,-115.207,5,13,1
0nasWPLtVyIrDi5e0o4Zfg,Magic of Jason Bird,The Strip,,Las Vegas,NV,89109,36.1286,-115.171,3.5,3,1
0pA7gxi3K6_OrDsGrpMb2Q,Less Stress Movers,,,Las Vegas,NV,89108,36.2031,-115.224,4.5,35,1
0pDX7qEqyQc5JOLRtTiA2A,Alpaca Imports at Miracle Mile Shops,Downtown,,Las Vegas,NV,,36.1699,-115.14,2.5,3,1
0Pn3Ao3bmF9blFCBu5B0SQ,"Gary's Mobile Brakes",Northwest,,Las Vegas,NV,89130,36.2577,-115.23,4.5,6,1
0QM26S4PU61g2amiL0Wweg,Dembois Landscape,,,Las Vegas,NV,89103,36.1104,-115.207,3,6,1
0QyfiIrwsCf3scxy02NPqw,Ron Miller Photography,,,Las Vegas,NV,89136,36.175,-115.136,4,6,0
0qYigmDCp5moxqNSiWwviQ,Quality Stitch Custom Embroidery,Southeast,,Las Vegas,NV,89183,35.9987,-115.159,5,12,1
0TTja3wy7WUT32DZDCfg4g,Dog Lover For Hire,Southeast,,Las Vegas,NV,89120,36.0833,-115.1,5,14,1
0vIcSNvMKxpGnEDv2LHq3w,Advanced Home Inspections,Spring Valley,,Las Vegas,NV,89113,36.0564,-115.266,4.5,11,1
0xiw2v8IpF9Zp0UKoEVWZw,Creative Carpet Repair,Spring Valley,,Las Vegas,NV,89148,36.0746,-115.284,3.5,3,1
0yk5GI36jZvPxUcEDJ00PA,Photo Booth by Chandler,,,Las Vegas,NV,88901,36.175,-115.136,5,4,1
0zb1wdN4YN_ti87B_JIseg,Wa Da Pho,Westside,,Las Vegas,NV,89118,36.1469,-115.21,4.5,29,0
104riqnE_J2Rz7VV4K2NCQ,Rock Solid Home Repair,Spring Valley,,Las Vegas,NV,89148,36.0612,-115.29,3.5,3,1
11FeP2hfOQYfQZCtsUjhDQ,The Creations Photo,Spring Valley,,Las Vegas,NV,89148,36.0612,-115.29,5,3,1
14SsCI9wzlAvzZga80dBbA,Ekada Photobooth,Spring Valley,,Las Vegas,NV,89148,36.0612,-115.29,5,8,1
16dpS7uW7FnyN1sO_EO2mQ,Safe Direction Firearms Training,,,Las Vegas,NV,89103,36.1104,-115.207,4.5,15,1
18ol4DIHGnqMMKfDblBLHA,Entry Brite,Southwest,,Las Vegas,NV,89139,36.0402,-115.224,5,6,1
18x6UfcNMk4NMIdfqAMxpw,"Nadia's Little Rascalz",Southwest,,Las Vegas,NV,89178,36.025,-115.243,5,3,1
19YocUr8tYqPGNr7_K5xzg,Vegas Brows,Southwest,,Las Vegas,NV,89141,35.9706,-115.307,5,3,1
1avsYoUD1Vi8iKjPQfrNag,Erica Lynn Makeup,,,Las Vegas,NV,,36.175,-115.136,5,7,1
1aYKH2ea5_dg0bLznqnvQA,LV Taco Catering,,,Las Vegas,NV,89031,36.2608,-115.171,5,3,1
1e8WNj6asZtE2X4HIAEFOA,HVAC Connection,Northwest,,Las Vegas,NV,89120,36.233,-115.247,5,30,1
1EGqfV6kg2dXZ3MCZS0Kog,Mojave Air Conditioning,,,Las Vegas,NV,89030,36.2145,-115.122,4.5,85,1
1EqiwKUWHER4ki_CiC3vvw,The Sin City Shooter,Southeast,,Las Vegas,NV,89119,36.0765,-115.153,5,6,1
1fIHVl8jMn2JxskGt1CcJw,Photography by Ashley Marie,Spring Valley,,Las Vegas,NV,89148,36.0612,-115.29,5,3,1
1iNQJRq8l5x6UcPEK1_NyA,Professional Driving Academy,Northwest,,Las Vegas,NV,89103,36.233,-115.247,5,8,1
1IX1ME591Q0LzbJhXDA9EQ,Chi-Town Hustler,Southeast,,Las Vegas,NV,89123,36.0357,-115.153,3.5,16,1
1JiGtnWQYFcsactL_c3wCw,Service Clean,Southeast,,Las Vegas,NV,89120,36.0833,-115.1,4.5,12,1
1JKJs8SEzx_OGQhFvJKZfQ,Absolutely Elite Appliance,,,Las Vegas,NV,,36.175,-115.136,3,4,1
1keodFkw2ZXQickkcHtw8Q,Day One Electric,Spring Valley,,Las Vegas,NV,89118,36.081,-115.224,4.5,11,1
1O1dELWsvmDulrigGQ5hpQ,Mobile Notary Public,Northwest,,Las Vegas,NV,89129,36.2331,-115.272,5,9,1
1T3UHSPogqoSWPb3i6T8Cw,Cheep Cheep Movers,Southeast,,Las Vegas,NV,89119,36.0765,-115.153,3,25,1
1uDUisf3ro5V3vC60cxfFw,Mr. Cooker,,,Las Vegas,NV,89044,35.9209,-115.165,4.5,47,1
1YL3KWalWH3Jymp7wN0piw,Exclusive Vip Limos,,,Las Vegas,NV,89123,36.2221,-115.142,3,4,1
1Z5L494yNU4ejLHhXaiR7w,Stainmasters Carpet Cleaning,,,Las Vegas,NV,89115,36.3194,-115.023,1,13,1
1ziIZL9P77FrsXS4_NMiDQ,Roman McCarthy Meats,Westside,,Las Vegas,NV,89146,36.1356,-115.23,4.5,3,0
2187MlQ_S3pqcTSAdAgyKw,Rubens Mobile Solutions,,,Las Vegas,NV,,36.175,-115.136,2.5,17,1
21sUIvjh2Yu9q3DqNAXOKg,My Vegas Bachelorette Party,Downtown,,Las Vegas,NV,,36.1699,-115.14,2.5,3,1
24YiWP5NBDMQuEFFRkpnQw,Neda Klimas - Life Coach,Summerlin,,Las Vegas,NV,89128,36.1989,-115.266,5,3,1
25ayGzISIb6tCcygUXvVOw,A Problem Solved Maintenance,Spring Valley,,Las Vegas,NV,89147,36.1148,-115.278,4.5,24,0
2b1iEjZtL3qmhlZiTGmPJw,A Sirius Massage LLC,Spring Valley,,Las Vegas,NV,89147,36.0996,-115.261,5,3,0
2BHReLgbinzeO7rYuxWZ8Q,"Dude Where's my Hotdog",Spring Valley,,Las Vegas,NV,89147,36.1148,-115.278,4.5,19,1
2elbOKyB2yIDWgapAjql8w,Sunrise Appliance Service,,,Las Vegas,NV,89101,36.1697,-115.124,5,3,1
2lFGBYWRK5Dysex7FNhyxA,Drone Pixel,,,Las Vegas,NV,89122,36.1067,-115.041,5,6,1
2q1bO32_geEYjEphTnLVGw,Protect America,Summerlin,,Las Vegas,NV,89128,36.1989,-115.266,1,5,1
2s1JuKtL1jPzM9Tmg13CLA,Senor Blues,Centennial,,Las Vegas,NV,89149,36.2684,-115.296,4,6,1
2TicCWvlAK9xq3tDs3x4Bw,Feng Shui - Design Solutions,,,Las Vegas,NV,89131,36.3656,-115.224,5,13,1
2VwanwGcEsiFXEVxAqNWsQ,Floor Specialists,,,Las Vegas,NV,89131,36.3656,-115.224,5,3,0
2y72hk07f1wvCMitG9lpTg,S.O.S. Appliance Service,Northwest,,Las Vegas,NV,89130,36.233,-115.247,4,7,1
2Zy04tfy3BeUko5HYDB_Nw,Water Heater Paramedics,Summerlin,,Las Vegas,NV,89134,36.2085,-115.313,5,17,1
2_rH2qtwytw5YS3B3p3xhw,Simple Solutions Handyman Services,,,Las Vegas,NV,89142,36.1286,-115.011,5,5,1
31dzkpLmgQImS4RzL_NOmA,Sugar Rush Bakery,,,Las Vegas,NV,,36.175,-115.136,5,4,0
37CcgmovAhRkdOAvnp_tCw,Charm Transportation,Westside,,Las Vegas,NV,89117,36.1453,-115.278,5,3,1
3CKfIgVNkbV9hny_j2cK7w,Angie Lum,Spring Valley,,Las Vegas,NV,89113,36.0564,-115.266,5,9,1
3IJ7MtMDCe5_vPGNpquIeA,Alta Window Cleaning,Northwest,,Las Vegas,NV,89130,36.2577,-115.23,5,41,1
3jpqH5JgrC0RSWuahu15cQ,Plumbing Innovations,,,Las Vegas,NV,89173,36.1157,-115.225,3.5,8,1
3KgNva8wJ1KGQiqSF2G4tg,"KK's Photography",,,Las Vegas,NV,88901,36.18,-115.14,4,20,1
3LtBbiCfZiRd_32RlbQInQ,Megan Trivette,,,Las Vegas,NV,89101,36.1697,-115.124,5,9,1
3MHl5O3p5Hvvz4nmEHTp_g,Las Vegas Teaser Tours,Downtown,,Las Vegas,NV,,36.152,-115.152,5,8,0
3NBFs5Jgk90QLMn0K9WMoA,Dunn Thomas MD,,,Las Vegas,NV,89101,36.1697,-115.124,5,3,1
3nWXxSCR6q7SVxHvsUUeWg,Flavor Bomb LV,Westside,,Las Vegas,NV,89146,36.1356,-115.23,4.5,5,1
3O584Efev0lLCe_2oHz_tA,24/7 Foot Doctor - Podiatry House & Hotel Calls,Southeast,,Las Vegas,NV,89183,35.9987,-115.159,5,20,1
3QBkcmhblBOZ9QRhYtZ9Qw,CannaYoga,Spring Valley,,Las Vegas,NV,89118,36.081,-115.224,5,16,0
3rER1IiWLcWTDbbfcwtW9A,"Lizbeth's Cleaning Services",Summerlin,,Las Vegas,NV,89128,36.1989,-115.266,5,3,1
3saKJZE1cOFJtDDbjf9P2Q,Allegiant Appliance Services,Summerlin,,Las Vegas,NV,89134,36.2085,-115.313,2,4,1
3TSIX1BnjpAzO_hWlE2NSQ,"Keith's Pest Control",Westside,,Las Vegas,NV,89117,36.1453,-115.278,4,5,1
3tYtMqVUm9PxyUDnO5OzTg,Simple Vegas Weddings,Westside,,Las Vegas,NV,89117,36.1453,-115.278,5,9,1
3UaveCUOMVldbds1QMS9sg,Jarrett & Raja MAGIC vs MUSIC,Southeast,,Las Vegas,NV,89109,36.0993,-115.168,4,9,1
3uTMT2vqBdkt2n6zLZt9dw,"John's Quality Welding",Summerlin,,Las Vegas,NV,89128,36.1989,-115.266,5,9,1
3xZYAwewEiwM9uwnjHganA,"Somethin's Cooking",Southeast,,Las Vegas,NV,89123,36.0357,-115.153,5,12,1
3yolGKdiCC6zjlfVUukOLA,Michael M Perez Photography,Summerlin,,Las Vegas,NV,89128,36.1989,-115.266,3,8,0
3z3m1yUqdz1VQ4CDm7gMAg,Monsoon VIP of Las Vegas,Westside,,Las Vegas,NV,89102,36.1463,-115.183,5,8,0
3Z6z5vpin48Irh35lDkrQQ,Vegas Bachelorette Service,Southeast,,Las Vegas,NV,89183,35.9987,-115.159,4.5,3,0
47pVxDs9wZqViN9rDJSf0g,Danube Construction,,,Las Vegas,NV,89103,36.1104,-115.207,5,4,1
48Gm4or2A_PBGN1LhhzRAw,Erics Masonry,Spring Valley,,Las Vegas,NV,89147,36.1148,-115.278,4,8,1
4bl8CF9raynoVoO0E6MBXw,WJMD Services,,,Las Vegas,NV,89031,36.2608,-115.171,5,3,1
4bwD2UsyhhwMLL72UQu3Bg,Aztec Professional Auto Detail,Spring Valley,,Las Vegas,NV,89113,36.0564,-115.266,5,8,1
4cAvZ6YkhDkFKwPtlvrkLg,CMD,Southwest,,Las Vegas,NV,89139,36.0402,-115.224,5,3,1
4d5tVfKMUGSWFdtkBRvH_w,Susie and Will,,,Las Vegas,NV,89044,36.175,-115.136,5,16,1
4eowlTTtmmQ0ehT6hQ5V1A,702 Carpet Cleaning,,,Las Vegas,NV,88901,36.18,-115.14,3.5,3,0
4IM8qHPI_EAw8H40iO6_rg,Lyft,,,Las Vegas,NV,88901,36.18,-115.14,3,88,1
4jAaIWKJxNVihbiQjNw5yQ,DMS Plumbing,Westside,,Las Vegas,NV,89117,36.1453,-115.278,4.5,107,1
4m1qAMQcHx4KzuQzEhaEEQ,Las Vegas Fishing Tours,Spring Valley,,Las Vegas,NV,89113,36.0564,-115.266,1.5,3,1
4TIgLfXMP23Csm0HVU6g3w,DeMille Exterminating,Sunrise,,Las Vegas,NV,89104,36.1497,-115.076,5,4,1
4TR2P1293f86lqRPV8OF5A,Brianna Michelle Beauty,,,Las Vegas,NV,89135,36.11,-115.367,5,30,1
4uqPzrv4QcRydUPHV_168Q,Acepool,,,Las Vegas,NV,89108,36.2031,-115.224,5,11,1
4vBRIypBCE_vGwN_YJwIhQ,WeGoGamez,Spring Valley,,Las Vegas,NV,89113,36.0564,-115.266,5,6,1
4VRbxhqA4oPUgrrtZwvaqg,Sun Sparkling Beauty,,,Las Vegas,NV,89131,36.3656,-115.224,5,3,0
4WVNsBfTtCzfQhCODGWUww,PartyZams Singing Telegrams,Northwest,,Las Vegas,NV,89130,36.2577,-115.23,5,3,1
4XhTZwYS6CDrqFGYU3yfig,Las Vegas Handyman Solutions,,,Las Vegas,NV,89131,36.3656,-115.224,5,8,0
4xJtajvp3lU97GjEFO3FKQ,Crazy Daisies,,,Las Vegas,NV,,36.1778,-115.139,5,7,0
4yaV54FBLvaRCrVQk2Yixg,"Michael Most, DDS",Westside,,Las Vegas,NV,89117,36.1453,-115.278,4,4,1
4YDzojuwciknAszCLe5qEA,The Griffin Mansions,,,Las Vegas,NV,,36.175,-115.136,2,5,0
542ipK0wUacUjO0HgW73yA,Metz Home Inspection,Southeast,,Las Vegas,NV,89119,36.0765,-115.153,4.5,5,1
57YfluRb_8wme_3F4brV6g,Summerlin Hills Pool Service,Summerlin,,Las Vegas,NV,89131,36.1828,-115.295,5,4,1
5A12bfLXQgy53QqqLRW2sw,Monarch Stone and Tile,,,Las Vegas,NV,89128,36.2059,-115.252,5,6,1
5FlgzvUxpOMozhgblpNvpQ,Livinh Events,,,Las Vegas,NV,89101,36.1697,-115.124,5,29,1
5IXqSgZe_LsFeWnemVbAaA,The Roving Reverend,Spring Valley,,Las Vegas,NV,89148,36.0612,-115.29,5,4,1
5jQY9dvSJrhPrOIUtoKhAA,Partial Extreme Scuba Diving,Spring Valley,,Las Vegas,NV,89148,36.0612,-115.29,5,6,1
5MjT_Dxc0VKVbd2NNPNc_A,Candy Cash By Design,Spring Valley,,Las Vegas,NV,89148,36.0612,-115.29,5,5,1
5MnLa1nE606cvNGlSFt01Q,"Ben's BBQ & Smokehouse",The Strip,,Las Vegas,NV,89109,36.1286,-115.171,3.5,22,1
5OVZWHrax1wQaayl8WeTrg,All Access Vip,,,Las Vegas,NV,89101,36.1697,-115.124,4,5,1
5P1qZZU8QKlD9x_dDTsE_Q,Blessed Hands Massage Therapy,Westside,,Las Vegas,NV,89146,36.1356,-115.23,5,3,0
5PhGEN0MlvQ5b_tetyzrsQ,"Dori's Pool & Spa Service",Northwest,,Las Vegas,NV,89129,36.2331,-115.272,2.5,8,1
5UyRAKOWAQaMEEmZ0tzqLg,CasaSalines,Westside,,Las Vegas,NV,89117,36.1453,-115.278,5,4,1
5Vt4PqzWwObmQeuhgMNsDQ,Beauty Extraordinaire,The Strip,,Las Vegas,NV,89109,36.1286,-115.171,5,22,1
5vVkb2n0uUDIj6Y_cBaCsA,ACM Party For A Cause,,,Las Vegas,NV,,36.175,-115.136,4,3,1
629LOsDzWH1fqiHJLD_Iqg,Siegfried and Roy,The Strip,,Las Vegas,NV,89109,36.1286,-115.171,4.5,4,0
67Ax4KKajNCphKwk__M5nA,Las Vegas Dining Tours,Westside,,Las Vegas,NV,89117,36.1453,-115.278,1,3,1
68dFT3p8wWA6jR_zbIEIDQ,Doodad Magic,Summerlin,,Las Vegas,NV,89128,36.1894,-115.273,5,24,1
6afeU36VY6n9Qn0SvoyKAg,Western Funding Inc,Sunrise,,Las Vegas,NV,89104,36.1497,-115.076,1,5,1
6Bc4auxeqhAGAQuguLrfBw,All Day Twice Lock & Key,Northwest,,Las Vegas,NV,89129,36.2331,-115.272,4,14,1
6DJw6yjPCkOOVaK4_dPqng,Michele Sylvester Photography,Southwest,,Las Vegas,NV,89141,35.9706,-115.307,4.5,16,1
6idwaOv7HpxCr_0MZgNTTg,National Home Warranty,Northwest,,Las Vegas,NV,89104,36.233,-115.247,2,60,1
6knQD4JoDj7ngemMmPozlQ,On Demand Sedan & Limousines,,,Las Vegas,NV,89101,36.1697,-115.124,3.5,25,1
6LkNSA3b3dufG5_dKfEQdQ,Southern Kitchen,Downtown,,Las Vegas,NV,,36.1699,-115.14,5,5,1
6NWKsHZPXseo8Ln0exs21A,Clean Works Mobile Blasting Services,,,Las Vegas,NV,89106,36.1923,-115.159,3.5,3,1
6ROKbSSPdvkDxwjW7nVlYA,Wrangler National Finals Rodeo,Downtown,,Las Vegas,NV,,36.1699,-115.14,5,8,1
6TrbiJ2bUvoTulDPHWXmfg,Ultimate Landscaping,Southwest,,Las Vegas,NV,89139,36.0402,-115.224,2.5,5,1
6v44EW03jRyOZDmGIkWnqA,The Acrobat Caddie Girls,,,Las Vegas,NV,89101,36.1697,-115.124,5,7,1
6y5fBRZ_VzA9EVfNm8QViQ,Guided Warriors,Southwest,,Las Vegas,NV,89141,35.9706,-115.307,5,3,1
6yMyEVUemeN9aLz360x1Bg,Express Roadside Assistance,,,Las Vegas,NV,89101,36.1697,-115.124,3.5,3,1
2hyciWHsqnbqdEkUvO3KuQ,Little Crown & Anchor Pub,Chinatown,4755 Spring Mountain Rd,Las Vegas,NV,89136,36.1262,-115.206,3.5,114,1
3uHuoVXDAIoiHotGTHxcbg,The Otheroom,The Strip,3500 S Las Vegas Blvd,Las Vegas,NV,89109,36.1173,-115.176,4.5,54,1
5iAFiMPfitcYDMeII5_dnQ,"Auntie Anne's",The Strip,3200 S Las Vegas Blvd,Las Vegas,NV,89109,36.1277,-115.174,3,18,1
1qTx9z8RMz7RIYKAfnpZ0A,"Lillie's Asian Cuisine",Downtown,129 E Fremont St,Las Vegas,NV,89101,36.1703,-115.145,3.5,88,1
0tWXOKgrO1tAuZhu5X8HNw,Red Mango,Southeast,5757 Wayne Newton Blvd,Las Vegas,NV,89119,36.0808,-115.139,4,13,1
1EnACUiEn9RkK0YU5rvMfA,Volaris,Southeast,5757 Wayne Newton Blvd,Las Vegas,NV,89119,36.0859,-115.131,1,4,1
1ufk_GFAX_5foAZnbM_U6A,McCarran Airport Terminal 1,Southeast,5757 Wayne Newton Blvd,Las Vegas,NV,89119,36.0833,-115.152,3,9,1
2IvrdAb6zdxr3ZqplqJHbg,Jose Cuervo Tequileria,Southeast,5757 Wayne Newton Blvd,Las Vegas,NV,89119,36.0805,-115.147,2,434,1
3zi81XrZYIMjaJnC0JLSsg,TCBY,Southeast,5757 Wayne Newton Blvd,Las Vegas,NV,89101,36.0863,-115.152,3,6,1
5QSkZrMVgt2g64vj88rnoA,Aeromexico,Southeast,5757 Wayne Newton Blvd,Las Vegas,NV,89119,36.0846,-115.154,1,6,1
5_xRD5SmbvbiNYPOA4slHg,Red Star Lounge,Southeast,5757 Wayne Newton Blvd,Las Vegas,NV,89111,36.0844,-115.154,3,5,1
1TTQ41NqKks69GltQSQNIA,Suncoast Hotel & Casino,Westside,9090 Alta Dr,Las Vegas,NV,89145,36.1695,-115.291,3,317,1
5QsW4RdCrDhVuDHnlgnCuA,Carefree Catering,,439 Rock Quarry Way,Las Vegas,NV,89032,36.2219,-115.146,4,11,1
1SE9f6TEV5XhnTuuK01xwA,Wingstop,Eastside,3910 S Maryland Pkwy,Las Vegas,NV,89119,36.1179,-115.137,3,150,1
3vxIqhm2jCVjkUWtmDvTsw,"Raising Cane's",Southeast,7550 S Las Vegas Blvd,Las Vegas,NV,89123,36.0525,-115.172,4,474,1
3DbGpMcYYjOlBmUzr_6Nfw,The Putt Park,Spring Valley,6085 S Fort Apache Rd,Las Vegas,NV,89148,36.0791,-115.298,3,49,0
28s2GZYTehHb1ftgzzvKow,Trendsetters,,3310 S Nellis Blvd,Las Vegas,NV,89121,36.1284,-115.065,5,3,1
0G1y7uV7w1D2uziS4Lt_Dw,Chapalas Mexican Restaurants,Southeast,3331 E Tropicana Ave,Las Vegas,NV,89121,36.0996,-115.104,3.5,153,1
