businessId,flagged_reviews,one_star_count,total_reviews,total_stars,word_count,proportion_flagged_reviews,average_flagged_words_per_review,average_stars_per_review,proportion_one_star,name,neighborhood,address,postal_code,stars,review_count,categories,ifFail,failTimes
JIfSollg32ifUzTw2K4PDQ,43,6,127,554,43,0.338583,0.338583,4.3622,0.0472441,Taqueria El Buen Pastor,,530 N Las Vegas Blvd,89101,4.5,127,Street Vendors;Mexican;Food;Restaurants,1,2
fL-b760btOaGa85OJ9ut3w,207,66,2320,10182,224,0.0892241,0.0965517,4.38879,0.0284483,Rollin Smoke Barbeque,,3185 S Highland Dr,89109,4.5,2320,Restaurants;Soul Food;Burgers;Barbeque,1,2
wWuGa3OOQJro_XGe-GKBXA,82,8,505,2363,154,0.162376,0.304951,4.67921,0.0158416,Kabuto,Chinatown,5040 Spring Mountain Rd,89146,4.5,504,Japanese;Restaurants;Sushi Bars,1,1
ybHlmdUHLPKfv85bRK4Wtw,51,10,922,4315,105,0.0553145,0.113883,4.68004,0.010846,"Grouchy John's Coffee",Southeast,8520 S Maryland Pkwy,89123,4.5,922,Juice Bars & Smoothies;Cafes;Food Trucks;Bagels;Coffee & Tea;Breakfast & Brunch;Restaurants;Food,0,0
ixAh9crILnJ9tM8LhWFhkw,24,64,671,2591,48,0.0357675,0.071535,3.8614,0.09538,"Archi's Thai Bistro",Spring Valley,6345 S Rainbow Blvd,89118,4,671,Restaurants;Thai,1,19
l4qomOr-2ZDOjWXSZXpzZg,75,16,92,294,92,0.815217,1,3.19565,0.173913,Pho Rose,,1750 N Buffalo Dr,89128,3,92,Vietnamese;Restaurants,1,6
VrGI7_nRjXpn0415S3coGQ,95,50,655,2591,125,0.145038,0.19084,3.95573,0.0763359,Thai Style Noodle House,Chinatown,3516 Wynn Rd,89103,4,655,Thai;Vegetarian;Noodles;Restaurants,1,10
966W5oXOBW0ZWhNYy0yjcA,59,29,519,1995,92,0.11368,0.177264,3.84393,0.0558767,"Wendy's Noodle Cafe",Chinatown,3401 S Jones Blvd,89146,4,519,Restaurants;Noodles;Chinese,1,6
xmeEyBVC5zN-FCX5qZviIQ,7,11,62,209,7,0.112903,0.112903,3.37097,0.177419,Chopstix Express,Westside,2625 S Decatur Blvd,89102,3.5,62,Restaurants;Chinese,1,7
SJU-jRAZS0cXoBGUjX5GUg,9,14,255,1068,27,0.0352941,0.105882,4.18824,0.054902,Jumping Rice & Rolls,Spring Valley,9484 W Flamingo Rd,89147,4,255,Asian Fusion;Restaurants,1,3
j5nPiTwWEFr-VsePew7Sjg,193,56,1379,5589,240,0.139956,0.174039,4.05294,0.0406091,Ichiza,Chinatown,4355 Spring Mountain Rd,89102,4,1378,Japanese;Restaurants,1,17
-yApKLEFAvvNyifvpNKWCA,46,34,656,2653,58,0.070122,0.0884146,4.04421,0.0518293,Luv It Frozen Custard,Downtown,505 E Oakey Blvd,89104,4,656,Ice Cream & Frozen Yogurt;Food,1,3
lOQPeguczAueJnLmDUTfGg,45,32,610,2554,45,0.0737705,0.0737705,4.18689,0.052459,Bonito Michoacan,Chinatown,3715 S Decatur Blvd,89103,4,610,Mexican;Restaurants,1,2
oN_A87dyVD2FBk7coLnhCg,29,7,193,860,30,0.150259,0.15544,4.45596,0.0362694,Chile Verde Express Mexican Grill,Southwest,8095 S Rainbow Blvd,89113,4.5,193,Mexican;Restaurants,1,1
_cs_J4j8XXyBgihJs83qUg,14,65,105,188,17,0.133333,0.161905,1.79048,0.619048,"Church's Chicken",Southwest,7925 S Rainbow Blvd,89113,2,105,Chicken Wings;Fast Food;Restaurants;Burgers,1,5
JcFyuyo0Rt6gDiVZ9yJ3VQ,20,13,407,1694,30,0.04914,0.0737101,4.16216,0.031941,Krayvings,Summerlin,11770 W Charleston Blvd,89135,4,405,Food;Breakfast & Brunch;American (New);Sandwiches;Juice Bars & Smoothies;Restaurants,0,0
rq5dgoksPHkJwJNQKlGQ7w,52,48,805,3283,58,0.0645963,0.0720497,4.07826,0.0596273,Sambalatte Torrefazione,Westside,750 S Rampart Blvd,89145,4,805,Breakfast & Brunch;Cafes;Food;Restaurants;Coffee & Tea;American (New),1,2
UPIYuRaZvknINOd1w8kqRQ,103,79,2290,9518,120,0.0449782,0.0524017,4.15633,0.0344978,Monta Ramen,Chinatown,5030 Spring Mountain Rd,89146,4,2291,Restaurants;Noodles;Ramen;Japanese,1,8
JyxHvtj-syke7m9rbza7mA,194,224,1674,6236,272,0.11589,0.162485,3.72521,0.133811,Sushi House Goyemon,,5255 S Decatur Blvd,89118,3.5,1674,Sushi Bars;Japanese;Restaurants,1,8
o5nPu-ITfZ2OYx-6cU3moQ,9,1,42,167,9,0.214286,0.214286,3.97619,0.0238095,Beanz Coffee Cafe,Southwest,4830 Blue Diamond Rd,89139,4,42,Restaurants;Coffee & Tea;Cafes;Food,1,1
OHFH6ALQqq35NiEbD1eXuw,50,54,498,1698,54,0.100402,0.108434,3.40964,0.108434,"Chang's Hong Kong Cuisine",,4670 S Decatur Blvd,89103,3.5,498,Chinese;Restaurants;Seafood;Diners;Cantonese;Dim Sum,1,11
ZgWjkMSzIV9fAuJJQXSUvA,12,15,393,1633,12,0.0305344,0.0305344,4.15522,0.0381679,Market Grille Cafe,,7175 W Lake Mead Blvd,89128,4,393,Breakfast & Brunch;Vegan;Mediterranean;Restaurants;Greek,1,1
lv5Bnqlt93NnvNJ2oNcQ8Q,9,24,213,815,9,0.0422535,0.0422535,3.82629,0.112676,Los Cucos Mexican Cafe,Spring Valley,7315 Arroyo Crossing Pkwy,89113,4,214,Tex-Mex;Nightlife;Mexican;Caterers;Event Planning & Services;Bars;Restaurants,0,0
_8yxceldCT7oe0wJC-yDPA,14,28,174,603,15,0.0804598,0.0862069,3.46552,0.16092,Benjarong Authentic Thai Cuisine,Southwest,7425 S Durango Dr,89113,3.5,174,Thai;Restaurants,1,6
7sPNbCx7vGAaH7SbNPZ6oA,267,216,3064,12174,395,0.087141,0.128916,3.97324,0.0704961,Bachi Burger,Southeast,470 E Windmill Ln,89123,4,3065,American (New);Bars;Beer;Wine & Spirits;Restaurants;Burgers;Food;Nightlife;Asian Fusion,1,7
PQER4ba8Q0zqB1G2QiXamQ,57,51,946,3891,66,0.0602537,0.0697674,4.11311,0.0539112,Black Bear Diner,,6180 W Tropicana Ave,89103,4,947,Breakfast & Brunch;American (Traditional);Restaurants;Diners,1,2
rTx5vu0zuhggAbgsx1uVtA,12,3,176,743,12,0.0681818,0.0681818,4.22159,0.0170455,Vanguard Lounge,Downtown,516 Fremont St,89101,4,176,Bars;Nightlife;Lounges,1,1
RwMLuOkImBIqqYj4SSKSPg,190,151,2447,10293,232,0.0776461,0.09481,4.20638,0.0617082,Tacos El Gordo,The Strip,3049 S Las Vegas Blvd,89109,4,2448,Mexican;Tacos;Restaurants,1,4
vx4YAA02Qz6khRD1fZ1MFA,88,93,825,2879,99,0.106667,0.12,3.4897,0.112727,Ping Pang Pong,,4000 W Flamingo Rd,89103,3.5,824,Seafood;Restaurants;Dim Sum;Cantonese;Chinese,0,0
-K82LBrI3H0FVuhTbNDpRA,66,31,238,806,77,0.277311,0.323529,3.38655,0.130252,Shoku Ramen,Southeast,470 E Windmill Ln,89123,3.5,238,Ramen;Noodles;Japanese;Restaurants,1,2
dblGQtHAzNy1ACis1m2shw,23,31,132,438,32,0.174242,0.242424,3.31818,0.234848,New York Chinese Restaurant,Spring Valley,3545 S Fort Apache Rd,89147,3.5,132,Restaurants;Chinese,1,8
U0UnBjz9DugW2qRZputKBg,34,20,231,952,38,0.147186,0.164502,4.12121,0.0865801,Manan Bakery,,6620 W Flamingo Rd,89103,4,231,Bakeries;Cupcakes;Coffee & Tea;Restaurants;Creperies;Food;Custom Cakes;Desserts,1,1
SgSVJWgMwFteYyz4OlHu9Q,15,11,245,1079,15,0.0612245,0.0612245,4.40408,0.044898,"Bambino's East Coast Pizzeria",The Lakes,2555 S Durango Dr,89117,4.5,245,Sandwiches;Pizza;Restaurants;Caterers;Italian;Event Planning & Services,1,4
n_K2xa_nqzUqaUJa0S_5tQ,37,127,682,2064,42,0.0542522,0.0615836,3.02639,0.186217,Tea Station,Chinatown,4355 Spring Mountain Rd,89102,3,682,Food;Coffee & Tea;Restaurants;Taiwanese,1,7
6jDD-Z8QcsKTdIDWwM8gog,3,10,123,510,3,0.0243902,0.0243902,4.14634,0.0813008,"Anna Marie's Italian Cuisine",Spring Valley,10170 W Tropicana Ave,89147,4,123,Pizza;Restaurants;Bars;Sandwiches;Nightlife;Italian,0,0
01VPJkcU0m8WzlA7dCEpVQ,0,5,220,967,0,0,0,4.39545,0.0227273,Tea Space,Chinatown,3466 S Decatur Blvd,89102,4.5,220,Bubble Tea;Restaurants;Coffee & Tea;American (Traditional);Food;Juice Bars & Smoothies;Tea Rooms;Taiwanese,1,4
nlsibvBeSc8vfus2KuQatA,9,8,264,1145,9,0.0340909,0.0340909,4.33712,0.030303,"Handel's Homemade Ice Cream & Yogurt",Spring Valley,10170 W Tropicana Ave,89147,4.5,264,Bakeries;Juice Bars & Smoothies;Food;Patisserie/Cake Shop;Restaurants;Ice Cream & Frozen Yogurt,0,0
BOQOuwSNhfKx1xvKtONsBg,23,25,329,1298,32,0.0699088,0.0972644,3.94529,0.0759878,Settebello Pizzeria Napoletana,Westside,9350 W Sahara Ave,89117,4,329,Pizza;Italian;Restaurants,0,0
60uVlCUiLJvq3xNo_3bhQQ,1,8,139,596,1,0.00719424,0.00719424,4.28777,0.057554,"Carmine's Pizza Kitchen",Spring Valley,6565 S Fort Apache Rd,89148,4.5,139,Food Delivery Services;Restaurants;Food;Italian;Pizza;Salad;Soup,0,0
a3vug2R5PvBCmzr6KU5RnA,6,51,106,259,12,0.0566038,0.113208,2.4434,0.481132,Tropical Smoothie Cafe,Northwest,3390 Novat St,89129,2.5,106,Restaurants;Cafes;Food;Juice Bars & Smoothies,1,2
R7LyTeiOHLyTNkA8HssBRQ,9,31,327,1323,11,0.0275229,0.0336391,4.04587,0.0948012,Los Tacos,Westside,4001 W Sahara Ave,89102,4,327,Mexican;Restaurants,1,9
pmsGwCJoMjtj-wwP78PIWQ,5,10,52,176,5,0.0961538,0.0961538,3.38462,0.192308,Tropicana Pizza,Sunrise,5841 E Lake Mead Blvd,89156,3.5,52,Restaurants;Pizza,1,4
Jur1iiejUFw_YCkfDfy1gQ,153,91,766,2639,186,0.199739,0.24282,3.44517,0.118799,Orchids Garden Chinese Restaurant,Westside,5485 W Sahara Ave,89146,3.5,766,Chinese;Restaurants;Dim Sum,1,5
8OaXvfag7E7oznV4rVb7vg,10,4,68,290,10,0.147059,0.147059,4.26471,0.0588235,Rivas Mexican Grill,Sunrise,5750 E Sahara Ave,89142,4.5,68,Mexican;Restaurants,1,2
oWD385Ues-RWJmhP_Riz1g,14,41,377,1391,17,0.0371353,0.0450928,3.68966,0.108753,Griddlecakes,,9480 S Eastern Ave,89123,3.5,377,American (Traditional);Gluten-Free;Restaurants;Breakfast & Brunch,1,9
uW6UHfONAmm8QttPkbMewQ,40,39,1142,5034,42,0.0350263,0.0367776,4.40806,0.0341506,Island Flavor,Southwest,8090 S Durango Dr,89113,4.5,1142,Event Planning & Services;Caterers;Hawaiian;Restaurants,1,1
DzKl51tivGJMLiNsQqf38w,37,94,887,3416,70,0.0417136,0.0789177,3.85118,0.105975,Island Sushi & Grill,Southeast,9400 S Eastern Ave,89123,4,887,Breakfast & Brunch;Restaurants;Hawaiian;Poke;Food;Sushi Bars;Japanese,1,5
SFaCcwpIKjrpnT1IjzEDdg,12,26,209,847,18,0.0574163,0.0861244,4.05263,0.124402,Jerusalem Grill & Bar,,4825 W Flamingo Rd,89103,4,210,Mediterranean;Restaurants;Kosher;Tapas Bars,0,0
HUWLnKD5LSZY134amUO2Rg,2,29,229,898,2,0.00873362,0.00873362,3.9214,0.126638,New York Pizza & Pasta,Westside,2400 S Jones Blvd,89146,4,229,Italian;Restaurants;Pizza,1,5
IBNWrN1k9E0E_bMcRD-GwA,10,2,63,267,12,0.15873,0.190476,4.2381,0.031746,"Chef Ching's Kitchen",Chinatown,3419 S Jones Blvd,89146,4,63,Taiwanese;Szechuan;Chinese;Restaurants,1,4
7sGcBZwkD4yFLiBLS1WKgA,9,3,263,1178,13,0.0342205,0.0494297,4.47909,0.0114068,Presto Cafe,Spring Valley,4950 S Rainbow Blvd,89118,4.5,263,American (New);Sandwiches;Salad;Restaurants,1,1
PB7Fc2yCSjrELsrBJWKCSA,0,0,19,75,0,0,0,3.94737,0,Island Breeze,Southeast,9400 S Eastern Ave,89123,4,19,Food Stands;Hawaiian;Restaurants,0,0
G6BwYw_0_atLPTzI1uokIA,20,68,467,1657,23,0.0428266,0.0492505,3.54818,0.14561,Nacho Daddy,Westside,9560 W Sahara Ave,89117,3.5,467,Sports Bars;Tex-Mex;Mexican;Nightlife;Breakfast & Brunch;American (New);Vegan;Restaurants;Burgers;Pubs;Bars,0,0
Os1n1_idfw9vv9kwULGJnQ,40,19,737,3297,42,0.0542741,0.0569878,4.47354,0.0257802,Island Style Restaurant,Westside,3909 W Sahara Ave,89102,4.5,737,Asian Fusion;Restaurants;Korean;Hawaiian,1,9
umXvdus9LbC6oxtLdXelFQ,50,31,857,3703,53,0.0583431,0.0618436,4.32089,0.0361727,Sweets Raku,Chinatown,5040 W Spring Mountain Rd,89146,4.5,857,Desserts;American (Traditional);Bars;Food;Restaurants;Wine Bars;Nightlife,0,0
0w3BdEOxvwKTpypwbN5kiQ,143,77,642,2218,246,0.222741,0.383178,3.45483,0.119938,Tofu Hut,Chinatown,3920 Spring Mountain Rd,89102,3.5,641,Restaurants;Korean;Barbeque,1,7
UV2Jt8slktGu14gLZeNCjA,49,83,942,3779,71,0.052017,0.0753715,4.01168,0.0881104,Mint Indian Bistro,Eastside,730 E Flamingo Rd,89119,4,944,Restaurants;Indian;Vegan;Halal,1,6
T5UBAJt5Kod_wQGbH6m9hA,17,10,142,598,29,0.119718,0.204225,4.21127,0.0704225,Los Molcajetes,,1553 N Eastern Ave,89101,4,143,Mexican;Restaurants,1,8
9V9RlgqqnPFQJfF_e9Lnmw,15,17,132,479,17,0.113636,0.128788,3.62879,0.128788,Baidu China Bistro,Southwest,7625 S Rainbow Blvd,89139,3.5,132,Restaurants;Chinese;Salad,1,4
3rj1qpgFvkRWtAka17mhEQ,45,44,209,642,78,0.215311,0.373206,3.07177,0.210526,"Mimi's Cafe",Centennial,6760 N Durango Dr,89149,3,209,French;Restaurants;American (Traditional);Breakfast & Brunch;Cafes,0,0
YUE5S4ReiM4dq9qkKbDMwg,33,40,205,678,39,0.160976,0.190244,3.30732,0.195122,"Joe's Crab Shack",,1991 N Rainbow Blvd,89108,3.5,205,Restaurants;Seafood;Gluten-Free;American (Traditional),0,0
4k3RlMAMd46DZ_JyZU0lMg,85,44,1169,4884,100,0.0727117,0.0855432,4.17793,0.037639,Ramen Sora,Chinatown,4490 Spring Mountain Rd,89102,4,1169,Noodles;Restaurants;Ramen;Japanese,1,7
WgBV0Sm-yNVgfI__5m1Bug,22,60,174,494,47,0.126437,0.270115,2.83908,0.344828,Tropical Smoothie Cafe,Southwest,7375 S Durango Dr,89148,3,174,Juice Bars & Smoothies;Food,1,3
FykLjv4tIq618q8F2pvTKg,94,37,174,533,135,0.54023,0.775862,3.06322,0.212644,Krazy Buffet,Northwest,3131 N Rainbow Blvd,89108,3,174,Restaurants;Chicken Wings;Chinese;Buffets,1,2
FNe5PPA9pyj8FjcDefCBpg,35,27,648,2740,49,0.0540123,0.0756173,4.22839,0.0416667,Weera Thai Restaurant,Westside,3839 W Sahara Ave,89102,4,648,Thai;Restaurants;Food;Bars;Food Delivery Services;Noodles;Vegetarian;Beer;Wine & Spirits;Nightlife;Beer Bar;Wine Bars,1,6
3m2XZFVraCiqjgLxHi5MdA,29,7,323,1426,33,0.0897833,0.102167,4.41486,0.0216718,"Rosemary's Restaurant",Westside,8125 W Sahara Ave,89117,4.5,323,American (New);Restaurants,0,0
45513UgSlMqWV_yAPVkXrg,4,15,78,273,5,0.0512821,0.0641026,3.5,0.192308,Verona Pizza,Eastside,710 E Flamingo Rd,89119,3.5,78,Italian;Pizza;Restaurants,1,5
x71EvWJDVKZfM-OiYDWZ6A,10,9,137,560,16,0.0729927,0.116788,4.08759,0.0656934,Perk Up Coffee Shop,Southwest,11370 Southern Highlands Pkwy,89141,4,137,Coffee & Tea;Restaurants;Breakfast & Brunch;Food,0,0
UK2Onb024Azao0DrTHSvhg,12,12,310,1374,15,0.0387097,0.0483871,4.43226,0.0387097,"Yanni's Greek Grill",Southeast,9620 S Las Vegas Blvd,89123,4.5,310,Restaurants;Ethnic Food;Food;Specialty Food;Greek,1,1
SpeZAJN0ACO_m3Z4mcqwpA,2,8,61,219,4,0.0327869,0.0655738,3.59016,0.131148,Social Life Pizza,The Strip,3355 S Las Vegas Blvd,89109,3.5,61,Restaurants;Pizza;Bars;Food;American (Traditional);Nightlife,1,3
iL2-xJ4-eMsJk88PsbivbQ,8,16,273,1146,9,0.029304,0.032967,4.1978,0.0586081,Broadway Pizzeria,Downtown,840 S Rancho Dr,89106,4,273,Salad;Italian;Pizza;Restaurants,1,4
nMaIIKEAW2cTEWbEyeFyXQ,20,10,288,1217,20,0.0694444,0.0694444,4.22569,0.0347222,"Surang's Thai Kitchen",Spring Valley,5455 S Fort Apache Rd,89148,4,287,Soup;Restaurants;Salad;Thai,1,5
hIUKufhwR6Ifn7bi0-phLA,71,15,1054,4929,91,0.0673624,0.0863378,4.67647,0.0142315,Baguette Cafe,Spring Valley,8359 W Sunset Rd,89113,4.5,1054,Cafes;Food;Delis;French;Coffee & Tea;Vegan;Breakfast & Brunch;Sandwiches;Restaurants,1,4
SaL2YDKT96zHqxlaq7mJbw,15,11,90,341,15,0.166667,0.166667,3.78889,0.122222,Porchlight Grille,Westside,8416 W Desert Inn Rd,89117,4,90,American (Traditional);Nightlife;Bars;Restaurants;Sports Bars,1,1
bjllusUsLq9zE4yZnLpOzg,41,54,443,1770,59,0.0925508,0.133183,3.99549,0.121896,Shawarma Plus,,6530 S Decatur Blvd,89118,4,443,Mediterranean;Greek;Vegetarian;Lebanese;Restaurants;Vegan;Middle Eastern,1,2
1ZnVfS-qP19upP_fwOhZsA,94,84,832,3169,102,0.112981,0.122596,3.80889,0.100962,Big Wong Restaurant,Chinatown,5040 Spring Mountain Rd,89146,4,832,Taiwanese;Chinese;Restaurants;Malaysian;Soup;Noodles;Asian Fusion,1,1
XarMlmD4QuRgGdoYoKRRSQ,13,43,152,520,16,0.0855263,0.105263,3.42105,0.282895,"Joe Philly's Pizza",Southeast,6400 S Eastern Ave,89119,3.5,152,Restaurants;Sandwiches;Food;Pizza;American (Traditional),1,1
bG-JFEQjr0pAcgdz7eHkZw,2,3,92,404,4,0.0217391,0.0434783,4.3913,0.0326087,Yogurtland,,7290 W Lake Mead Blvd,89128,4.5,94,Food;Ice Cream & Frozen Yogurt;Do-It-Yourself Food,0,0
bPcqucuuClxYrIM8xWoArg,18,22,463,1916,21,0.0388769,0.0453564,4.13823,0.0475162,Due Forni,South Summerlin,3555 S Town Center Dr,89135,4,463,Italian;Restaurants;Nightlife;Bars;Wine Bars;Pizza,0,0
CiYLq33nAyghFkUR15pP-Q,99,80,1364,5813,109,0.0725806,0.079912,4.26173,0.058651,Tacos El Gordo,Downtown,1724 E Charleston Blvd,89104,4.5,1363,Restaurants;Mexican;Tacos,1,6
ZibmYdOPKLlqDM9oR6xzOA,103,101,1068,4074,122,0.0964419,0.114232,3.81461,0.0945693,Bachi Burger,Westside,9410 W Sahara Ave,89117,4,1068,Asian Fusion;Burgers;American (New);Bars;Wine Bars;Restaurants;Nightlife,1,1
q5sa3zjAwIYMAgfPVxOdHw,11,26,267,1039,14,0.0411985,0.0524345,3.89139,0.0973783,"Khoury's Mediterranean Restaurant",Spring Valley,6115 S Fort Apache Rd,89148,4,267,Restaurants;Mediterranean;Greek;Middle Eastern,1,2
7UtqNjjd9D6oU7UcT2nxig,4,16,81,282,4,0.0493827,0.0493827,3.48148,0.197531,"Capriotti's Sandwich Shop",Westside,8450 W Sahara Ave,89117,3.5,82,Sandwiches;Restaurants,1,1
aNGcHb8rjFFI9nY_fUgImg,2,20,270,1123,2,0.00740741,0.00740741,4.15926,0.0740741,Kona Grill,The Strip,3200 S Las Vegas Blvd,89109,4,270,American (New);Sushi Bars;Restaurants,1,1
YnrJNjZsLIhvldYHtkxKrA,20,19,93,288,21,0.215054,0.225806,3.09677,0.204301,Sushi Factory,,6120 W Tropicana Ave,89103,3,93,Sushi Bars;Restaurants;Buffets;Japanese,1,4
Qc0l8rZ3nvrcERitgxu8XA,72,33,972,4239,89,0.0740741,0.0915638,4.36111,0.0339506,Omelet House,Downtown,2160 W Charleston Blvd,89102,4.5,972,American (Traditional);Breakfast & Brunch;Restaurants,1,1
2dCnTMv3Hh-fM8bOjYS4Xw,56,38,326,1177,77,0.171779,0.236196,3.61043,0.116564,Nevada Chicken Cafe,Westside,6155 W Sahara Ave,89146,3.5,326,Sandwiches;Restaurants;American (New);Salad;Food;Barbeque;American (Traditional);Cafes,1,4
fpM-O9Ul62xizBq9YNO_tQ,36,48,167,484,57,0.215569,0.341317,2.8982,0.287425,"Romano's Macaroni Grill",,2001 N Rainbow Blvd,89108,3,167,Italian;Restaurants,1,6
TspQ9jCczz436RiJHJQYZw,1,17,204,782,1,0.00490196,0.00490196,3.83333,0.0833333,Fresh Kabob,Southeast,1405 E Sunset Rd,89119,4,203,Mediterranean;Restaurants,0,0
j2w6wlRmlaZaaErQus8ElQ,15,14,243,1058,21,0.0617284,0.0864198,4.35391,0.0576132,Pita House,Southeast,1310 E Silverado Ranch Blvd,89183,4.5,243,Restaurants;Vegan;Mediterranean,0,0
