id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open
07F0eE_JHkH4Op0vpR_v4A,Paradise Park,Eastside,4775 McLeod Dr,Las Vegas,NV,89121,36.1023,-115.11,3,15,1
07Gig4RudlI1O3GREheTuA,"Lulu's Nails",Westside,134 S Rainbow Blvd,Las Vegas,NV,89108,36.1725,-115.246,2,4,0
07IlPDFwJWeogfc3Mm6SxQ,"Winchell's Donut House",Westside,3313 W Sahara Ave,Las Vegas,NV,89102,36.144,-115.186,3.5,3,1
07jQarxKd_8J_AJHD5YBqQ,Muscle Maker Grill - Las Vegas,Northwest,"5765 Centennial Center Blvd, Ste 180",Las Vegas,NV,89149,36.265,-115.259,3.5,100,1
07MpHT8TrGDI_UVktfKMPA,The Salon At Red Rock,South Summerlin,11011 W Charleston Blvd,Las Vegas,NV,89135,36.1553,-115.332,3.5,3,1
07nPF_eLxc_tYSto8Ag1mQ,3D MicroworksLV,The Lakes,8645 W Sahara Ave,Las Vegas,NV,89117,36.143,-115.28,5,6,1
07QLfpPDX2iKiVKuUsGxtg,Round Em Up Coins,Westside,"5310 W Sahara, Ste C",Las Vegas,NV,89117,36.145,-115.214,3.5,4,0
07rmEqclimbv5e7vLiA55g,A Cutting Edge Glass & Mirror,,"4200 W Russell Rd, Ste 106",Las Vegas,NV,89118,36.0869,-115.196,4.5,48,1
08Fjqv0HxfKh5gr8OmnI2A,Chancery Lane Salon,Spring Valley,"8680 W Warm Springs Rd, Ste 15",Las Vegas,NV,89113,36.0564,-115.266,5,7,0
08zoF6Mh22xNDLxAXXGg2g,Mollys Bar,Spring Valley,4970 S Fort Apache,Las Vegas,NV,89148,36.0949,-115.297,3.5,5,1
0953KSZ26LmJ7CDacVzpYg,"dd's DISCOUNTS",Eastside,3430 E Tropicana Ave,Las Vegas,NV,89121,36.1009,-115.1,2.5,3,1
09a8Mrd3STr4AxokKgbZHA,Sushi Avenue 2,Northwest,4949 N Rancho Dr,Las Vegas,NV,89130,36.2491,-115.243,4,8,0
09vrTfe6Od9MorfsRorS6g,Emporium,Spring Valley,"5455 S Fort Apache Rd, Ste 104",Las Vegas,NV,89148,36.0896,-115.297,4,38,1
0a98vplMh4US322JVKuNNg,Pinnacle Electric,Sunrise,4845 W Reno Ave,Las Vegas,NV,89118,36.1435,-115.078,3,4,1
0aDaTYx780Rh5tzG1Sj2Iw,City of Las Vegas Animal Control,Downtown,416 N 7th St,Las Vegas,NV,89101,36.172,-115.136,3,10,1
0aDCv4zPhzy7RklHDrnKQg,"Lucie's Lounge",Sunrise,"3935 E Charleston Blvd, Ste A",Las Vegas,NV,89104,36.1581,-115.09,4,11,0
0AKk_a4dCxlf8lgzeeYT3w,CVS Minute Clinic,Southeast,1825 E Warm Springs Rd,Las Vegas,NV,89119,36.0569,-115.127,3.5,3,1
0aKsGxx7XP2TMs_fn_9xVw,Sweet Ruby Jane Confections,Southeast,"8975 S Eastern Ave, Ste 3-B",Las Vegas,NV,89123,36.015,-115.118,4,30,0
0APIz0O0c_XBDXQIWkJimA,"King Solomon's Table",,4561 W Flamingo Rd,Las Vegas,NV,89103,36.1148,-115.203,4,5,1
0aseOy1jMFOpcZLOjln4xA,The Mike Ferry Organization,Spring Valley,"7220 S Cimarron Rd, Ste 300",Las Vegas,NV,89113,36.057,-115.269,4,26,1
0aw3HbxkZ4G7pkPYt10fhA,Olive Garden Italian Restaurant,Sunrise,80 N Nellis Blvd,Las Vegas,NV,89110,36.1605,-115.062,3,109,1
0awPLJOjscpgf0HJxbYOLg,Optic Gallery Aliante,,"6592 N Decatur Blvd, Ste 130",Las Vegas,NV,89131,36.2798,-115.205,4.5,49,1
0AZCpDQpbi83NHh9uEpggQ,Ihop,,8876 S Eastern Ave,Las Vegas,NV,89123,36.0281,-115.117,2,41,1
0B0M_31_OiRO_799K6H99Q,Big 5 Sporting Goods,,9540 S Eastern Ave,Las Vegas,NV,89123,36.0153,-115.117,3,25,1
0B2XK9dZJRBGeSVytHT6DQ,Protech702 Textile & Floor care,Westside,4650 W Oakey Blvd,Las Vegas,NV,89102,36.1527,-115.205,5,4,1
0BA9KyTOis61faFJrnmgZA,The Alternative,,,Las Vegas,NV,88901,36.18,-115.14,5,3,1
0BDTi7loi3UYY0R1JEUl2w,American Video and Security Ltd,Southeast,"1421 E Sunset Rd, Ste 2",Las Vegas,NV,89119,36.0714,-115.134,3.5,9,0
0bfb9LtVdTxpD6NenU3Ljw,Bella Mia Nails & Spa,Southwest,"7345 S Rainbow Blvd, Ste 100",Las Vegas,NV,89118,36.0551,-115.244,4.5,61,1
0BJw3bfAzLSAzJWHpkCvSA,"K-9's and Kitty's",Summerlin,8544 W Lake Mead Blvd,Las Vegas,NV,89128,36.2001,-115.279,4,42,1
0BOdyChBbhGjQXRWZtDscQ,The Art of Shaving,The Strip,"3377 Las Vegas Blvd, Ste 2380",Las Vegas,NV,89109,36.1227,-115.169,4.5,33,0
0BRKPCteBEDIDFFrUQ1NMQ,Daisy Fresh,Southeast,"2510 E Sunset, Ste 5-130",Las Vegas,NV,89120,36.0728,-115.116,4,6,1
0bSP8Md5Sz_NxByCsuoYCA,"O' Reilly Auto Parts",Southeast,9721 S Eastern Ave,Las Vegas,NV,89183,36.0129,-115.121,4.5,20,1
0BTHofva62CzNGfHImPuPQ,R & R Auto Systems,Spring Valley,5735 S Rainbow Blvd,Las Vegas,NV,89118,36.0844,-115.243,5,37,1
0buc34OWOPvbozqR1Hk1iw,Cigar Box,,1860 Western Ave,Las Vegas,NV,89102,36.1498,-115.164,4.5,3,0
0BVHJrRS6Cz4Z66bASb4kw,The Carriage House,The Strip,105 E Harmon Ave,Las Vegas,NV,89109,36.1074,-115.168,3.5,61,1
0bwQWqTDtGL1O32Kbkyd3Q,Green Orchid Events,Southeast,,Las Vegas,NV,89119,36.0765,-115.153,5,13,1
0C36stkEIwi9aBlWfi72Pg,Expert Carpet Cleaning,Sunrise,,Las Vegas,NV,89101,36.183,-115.091,4,4,1
0C46YhAdmNrNiUAmAq6W0g,Goat Post Tropical Grill,Spring Valley,"4155 S Buffalo Dr, Ste 104",Las Vegas,NV,89147,36.1136,-115.261,3.5,3,0
0c6PQILCLwRZ8FIB4AEsGw,China One - West Charleston,Summerlin,"11710 W Charleston Blvd, Ste 140",Las Vegas,NV,89135,36.1594,-115.351,3.5,107,1
0CB7YB1qRSWLQvMbHw3Fmw,Easy Life Boba Tea,Westside,"8560 W Desert Inn Rd, Ste D2",Las Vegas,NV,89117,36.13,-115.278,4,329,1
0CBcDXAf04jeGyK16AoV0g,"Pop's Hoppin Auto Repair",Downtown,1115 S Main St,Las Vegas,NV,89104,36.1581,-115.153,4,4,1
0ceFcbUkPTs4jC5CUicIkA,Pet-A-Palooza,Southeast,2601 E Sunset Rd,Las Vegas,NV,89120,36.0682,-115.112,3.5,10,1
0CEkswlj7y9ry1x3xyIg8A,Psychic Eye Book Shops,Westside,6848 W Charleston Blvd,Las Vegas,NV,89117,36.1592,-115.245,2.5,37,1
0cfmNkEqgUoX1g4_MzEY3g,Avery Park Apartments,,2200 N Torrey Pines Dr,Las Vegas,NV,89108,36.2021,-115.233,2.5,17,1
0cn4zw0_PFoivCFtvCx6jQ,DB Mobile Notary Service,The Strip,,Las Vegas,NV,,36.1147,-115.173,5,3,1
0DaxCcBQG9t1JEFD9mRvTQ,Presidential Spas & Patio,Spring Valley,9350 W Tropicana Ave,Las Vegas,NV,89147,36.101,-115.296,4,10,0
0DO_MfP9R3XgadkbavmhwQ,Aaron Lelah Jewelers,Spring Valley,4175 S Grand Canyon Dr,Las Vegas,NV,89147,36.1137,-115.307,3.5,33,1
0DQ31asd4IeOTI7dkZ3OXQ,Sea Harbour Seafood Restaurant,Westside,6600 W Charleston Blvd Ste 118,Las Vegas,NV,89146,36.1598,-115.241,3,3,0
0dr1FgqQSEMbaTu9SDqiIg,China A Go Go,,"2101 N Rainbow Blvd, Ste 101",Las Vegas,NV,89108,36.1994,-115.243,3.5,148,1
0DVe7UAp3qWvHPqpzQroDQ,Artistry Perfected by Andrea Miller,Southeast,"6539 Las Vegas Blvd S, Ste 110",Las Vegas,NV,89119,36.0676,-115.172,5,3,1
0dvEpCy7Yh5hDQRDyW1VyA,24 Hour Cleaners,Westside,909 S Rainbow Blvd,Las Vegas,NV,89145,36.1615,-115.244,3,3,0
0dVEWi9R3oHMCdzP_TaPNQ,Family Music Centers,Westside,8125 W Sahara Ave,Las Vegas,NV,89117,36.1425,-115.269,4.5,11,1
0dwy8nucTiOB4sdFQ1aEUA,Stein Mart,The Lakes,"10000 W Sahara Ave, Ste 160",Las Vegas,NV,89117,36.1445,-115.313,3.5,9,1
0dYiTboT1N7Sqji85Pt8wA,305 Kustoms,,5933 W Tropicana Ave,Las Vegas,NV,89103,36.0994,-115.223,5,26,0
0D_UU5RMPmtIihgsvB1A1A,Moulin Rouge,,900 W Bonanza Rd,Las Vegas,NV,89106,36.1772,-115.153,4.5,3,0
0E06UEanCHrJtiO44vyWkQ,Zappos.com Shoe Outlet,Eastside,3860 S Maryland Pkwy,Las Vegas,NV,89119,36.1189,-115.136,3,3,0
0e2oJ82g4ZfvQzIc8SE9Xw,All Western Mortgage,Spring Valley,"8345 W Sunset Rd, Ste 380",Las Vegas,NV,89113,36.0674,-115.272,4.5,125,1
0EgYXYjt2XJL4hlsKnzrcw,PublicUs,Downtown,1126 Fremont St,Las Vegas,NV,89101,36.1658,-115.133,4.5,654,1
0eI3NAlvfVt4YrWPVZ_HXg,"Floor Seasons, Inc.",Centennial,,Las Vegas,NV,89149,36.2684,-115.296,3.5,3,1
0eJG77JOkyMIBhc4Xbuqfw,A Thyme For All Seasons,Southeast,"310 E Warm Springs Rd, Ste G",Las Vegas,NV,89119,36.0577,-115.158,4,52,0
0EKYsM4Dbetb9OEFfeEJZQ,"Children's Hospital of Nevada at UMC",Downtown,800 Hope Pl,Las Vegas,NV,89106,36.1613,-115.168,2,4,1
0EpDJHM1Xl1mcTvuQ2qf7w,Baja Performance Machine Shop,,4710 W Dewey Dr,Las Vegas,NV,89118,36.0882,-115.205,5,4,1
0EpnzIpeFvhISkxMTIv9WA,Paradise Place Jamaican Cuisine,Westside,7365 W Sahara Ave,Las Vegas,NV,89117,36.1433,-115.254,4,84,1
0eqe6VK_yvHgclMjLeRnzw,Sapphire,The Strip,3700 S Las Vegas Blvd,Las Vegas,NV,89109,36.1101,-115.175,1.5,31,1
0EUohlWGBPnIgzCULyWl7g,Rok Vegas,The Strip,3790 Las Vegas Blvd S,Las Vegas,NV,89109,36.103,-115.174,2.5,109,0
0eZHVYDyACtVVOIgoBlV3g,Da Sheng Chinese Cuisine,Chinatown,"Chinatown Mall, 4255 W Spring Mountain Rd",Las Vegas,NV,89102,36.1255,-115.197,3.5,46,0
0f3nlMdNpVki1pyHPdV1fQ,Flowers by Donka,,,Las Vegas,NV,89108,36.2031,-115.224,4,5,1
0FAifXkZzrTrAoNy2g9P6A,Cal Pac Painting,Downtown,900 S Commerce St,Las Vegas,NV,89106,36.1625,-115.153,4.5,3,1
0FbFqMBLRGRRdZlGJeXjug,Purple Penguin Snowcone Shack,Southwest,10490 S Decatur Blvd,Las Vegas,NV,89141,35.9993,-115.207,4.5,26,1
0fdi2Y8RLbnLP9Cvwq7utw,Lucky 7s Buffet,,"Plaza Hotel & Casino, 1 Main St",Las Vegas,NV,89136,36.175,-115.136,2.5,6,0
0fHwjs4R6ZpWcX9G7cBqEQ,M and L Creations,Westside,"6029 W Charleston, Ste 28",Las Vegas,NV,89146,36.1584,-115.223,1,3,1
0fnIjQK6GfMfVFITNFQDTA,St Clair Apartments,Spring Valley,5450 S Fort Apache Rd,Las Vegas,NV,89148,36.0898,-115.296,4.5,29,1
0FSV_rwCR7hWRVNwjv4bNg,Hawkeye Appliance Repair,Northwest,,Las Vegas,NV,89129,36.2331,-115.272,2,17,1
0FtECrDXl6Xo2ZsJAlYr4g,Giant Las Vegas,Southwest,"9345 S Cimarron Rd, Ste 100",Las Vegas,NV,89178,36.0185,-115.271,5,12,1
0fuGTfu7afB9dW5UmtFTMA,"Gibson's Canine Classroom",Southeast,,Las Vegas,NV,89119,36.0803,-115.159,4.5,12,1
0FwTYXU8VvqQiQ174xz5EQ,Gem Optical,Eastside,3300 E Flamingo Rd,Las Vegas,NV,89121,36.1164,-115.103,3,10,1
0G1y7uV7w1D2uziS4Lt_Dw,Chapalas Mexican Restaurants,Southeast,3331 E Tropicana Ave,Las Vegas,NV,89121,36.0996,-115.104,3.5,153,1
0gIs2QMCIdz_hr0pBxl4pQ,Blooming Dreams Floral Studio,Northwest,6941 Megan Ave,Las Vegas,NV,89108,36.2283,-115.246,5,15,1
0gKF7zEkwsi_SAlLw5z6WA,CVS Pharmacy,Sunrise,4391 E Washington Ave,Las Vegas,NV,89110,36.1802,-115.081,2.5,5,1
0GPX06NuF_jhBOu9lWuG7A,V Florist,Southwest,7345 S Rainbow Blvd,Las Vegas,NV,89139,36.0551,-115.243,5,6,1
0gTTGuA6uEmMhLhfJi0hqA,"Sammy's Woodfired Pizza and Grill",Spring Valley,"9516 W Flamingo Rd, Ste 100",Las Vegas,NV,89147,36.1158,-115.3,3.5,130,1
0gvKUGQ4Y83oXUpFtKauUA,Bliss Dance Statue,The Strip,6 Park Ave,Las Vegas,NV,89109,36.1037,-115.178,4.5,3,1
0GY8oQmkk46U6JOVLMbvhA,S&S Salon & Barbershop,,4360 S Decatur Blvd,Las Vegas,NV,89103,36.1106,-115.207,3,8,1
0H0h7rCTPMItHS6t2yrskw,LV Hot Tubs and Spas,,,Las Vegas,NV,89044,35.9209,-115.165,5,9,1
0HcUjN6DuipHkaUNfSPDgA,Sprint Store,Southeast,7291 S Eastern Ave,Las Vegas,NV,89119,36.0574,-115.12,5,5,1
0HegKN321F0gfUcYqsLTxA,Thai Spa,Westside,7365 W Sahara Ave,Las Vegas,NV,89117,36.1431,-115.254,4.5,111,1
0Hemgm6gwrO64fDEWEW4vg,Best Buy,Centennial,6455 N Decatur Blvd,Las Vegas,NV,89131,36.277,-115.209,2.5,104,1
0HG02r8ri7GEFwuwmdHCyg,KFC,Spring Valley,7017 S. Durango Dr.,Las Vegas,NV,89148,36.0605,-115.279,2,50,1
0hpq5n0FYg4uF1r79TMfCA,Welch Plastics,Westside,"4080 W Desert Inn Rd, Ste W110",Las Vegas,NV,89102,36.1306,-115.194,4,9,1
0HrmyPHRtPwr3NHGQCP0HA,Kainan Asian Market & Gift Shop,Southeast,"9620 Las Vegas Blvd S, Ste N2",Las Vegas,NV,89123,36.015,-115.172,4,21,1
0HuLU0K_acbYDQishnEXNQ,Magic Nails,Eastside,4540 E Tropicana Ave,Las Vegas,NV,89121,36.1225,-115.097,4,13,1
0hXf4uRaCo_HqbOYbpcGdQ,Power Up Gaming,Southeast,"9890 S Maryland Pkwy, Ste 22",Las Vegas,NV,89138,36.0101,-115.136,5,14,1
0i6GlR5YTCMlwthjqw6ZTQ,"Cinthya's Beauty Salon",Westside,"2101 S Decatur Blvd, Ste 11",Las Vegas,NV,89102,36.1487,-115.21,4.5,16,1
0i9S0BejjRv0ZDwdO9XymA,Thai Seafood Ginger,Westside,"1750 S Rainbow Blvd, Ste 8",Las Vegas,NV,89146,36.1526,-115.243,4.5,93,1
0IbboCQAEQlROAv5PKKO_Q,Aloha Island Grill,Summerlin,2267 N Rampart Blvd,Las Vegas,NV,89128,36.2012,-115.281,4.5,17,0
0If0W5y2M__8j0Xjlwuk0g,Woo,Westside,"The Palazzo, 3325 Las Vegas Blvd S",Las Vegas,NV,89109,36.1407,-115.182,3.5,58,0
0ifI4JjTKcgfBSQiAnMmsQ,The Mad Greek Cafe,Westside,2330 S Rainbow Blvd,Las Vegas,NV,89146,36.1462,-115.242,3,19,0
0ifvapuLuoQmClCLo5r15Q,Sterling Court Apartments,Southeast,5500 Mountain Vista St,Las Vegas,NV,89120,36.0885,-115.072,2,8,1
0InA3Ffj8MxyQV9hgsyYcQ,Novecento Pizzeria,Northwest,"5705 Centennial Center Blvd, Ste 170",Las Vegas,NV,89149,36.2648,-115.258,4,351,1
0IpwKPDV25gub5CRxzC1FA,Great Clips,Spring Valley,5625 S Rainbow Blvd,Las Vegas,NV,89118,36.0865,-115.244,3.5,4,1
0IPYClNF6pQN3a2hRI_kJg,ARCO ampm,Downtown,3885 E Charleston Blvd,Las Vegas,NV,89110,36.1592,-115.094,3,3,1
0IqXJZi_0c6wZQ9sNz5jpg,Mattress Firm Boca West,Westside,"8950 W Charleston Blvd, Ste 9",Las Vegas,NV,89117,36.1596,-115.29,4,15,1
0IsYZXjAnggWVZh36MquIg,Happy Paws Mobile Grooming,Northwest,,Las Vegas,NV,89129,36.2331,-115.272,5,18,1
0iTPEAfI4td0VmxqMLpX6A,Downtown Details,,,Las Vegas,NV,89103,36.1104,-115.207,5,13,1
0IVmkPZN_0Gl9GYG8t5IZQ,La Petite Academy of Las Vegas,Southeast,"680 E Warm Springs  ",Las Vegas,NV,89119,36.0576,-115.148,4,9,1
0IZLOJeslJanoA3U3E8cPA,"Roach Matthew, MD",,"5650 W Flamingo Rd, Ste A",Las Vegas,NV,89103,36.1152,-115.219,2.5,3,1
0J08AzWGquw1aYM_pScahw,Nancy Kim - State Farm Insurance Agent,Downtown,2213 Paradise Rd,Las Vegas,NV,89104,36.1447,-115.154,4,20,1
0j7VWa5uGebj_94C1K2i2g,Walmart Supercenter,Southeast,2310 E Serene Ave,Las Vegas,NV,89123,36.023,-115.124,2.5,95,1
0JJlFunCGdTURUTSHZNmjQ,Tenaya Salon,Northwest,3950 N Tenaya Way,Las Vegas,NV,89129,36.2322,-115.251,4,4,1
0JmCGyAqAK_yVEuZ0ts16w,"Bilbo's Bar & Grill",Westside,8699 W Charleston Blvd,Las Vegas,NV,89117,36.1588,-115.284,2.5,14,0
0JmqDFFmEiW_G5yuFs3K3g,No Insurance Surgery,Spring Valley,"9121 W Russell Rd, Ste 115",Las Vegas,NV,89148,36.0819,-115.29,4,5,1
0jriM09IvPdCLgr509vbrQ,"See's Candies",Summerlin,"10300 W Charleston Blvd, Summerlin Center Pointe Plaza",Las Vegas,NV,89135,36.1606,-115.32,4.5,25,1
0jtRI7hVMpQHpUVtUy4ITw,Omelet House Summerlin,Summerlin,2227 N Rampart Blvd,Las Vegas,NV,89128,36.202,-115.283,4,225,1
0jTY4cIIt94bJLY0L2R7Jw,Kimodontics Orthodontics,The Lakes,"8981 W Sahara Ave, Ste 210",Las Vegas,NV,89117,36.1432,-115.292,5,40,1
0JWGJCjbWEx3cSSfFRW7Ug,Lora Boudreaux,,"7331 W Lake Mead Blvd, Ste 103, Canyon Falls Spa",Las Vegas,NV,89128,36.1948,-115.252,4.5,7,1
0JXHn6sWl_c1UhMZhiBy3Q,Hangover Bail,Downtown,"1600 Las Vegas Blvd S, Ste 140",Las Vegas,NV,89104,36.1519,-115.153,3,6,1
0JZYzp5Z8tEbVr0N2MaLdw,Sephora,The Strip,3377 Las Vegas Blvd S,Las Vegas,NV,89109,36.1219,-115.17,4,120,1
0K2rKvqdBmiOAUTebcUohQ,Red Rock Canyon Visitor Center,,1000 Scenic Loop Dr,Las Vegas,NV,89161,36.1357,-115.428,4.5,33,1
0K4tCSMV6BqFxOsgZFqfVw,Rocky Mountain Chocolate Factory,,4500 W Tropicana Ave,Las Vegas,NV,89103,36.1027,-115.202,3.5,21,1
0kBrOlBPfUFEDDU7tIGCpQ,Darque Tan,Southeast,"3460 E Sunset Rd, Ste A",Las Vegas,NV,89120,36.0723,-115.099,2.5,3,0
0keht9nVTliinChbGWWkkg,Tapas by Alex Stratta,Westside,"440 S Rampart Blvd, Ste 180",Las Vegas,NV,89145,36.167,-115.286,3,53,0
0KFA2m39eZwq2F7WvMCoyw,Heart Bar,The Strip,"Planet Hollywood Las Vegas Resort & Casino, 3667 Las Vegas Boulevard South",Las Vegas,NV,89109,36.1097,-115.17,3,115,1
0KJGTQD9UuuHfesSMdmMpw,Lone Mountain Discovery Park,Northwest,4445 North Jensen,Las Vegas,NV,89129,36.2409,-115.309,4.5,14,1
0kPm1zEpeXFRg8D2phqgCQ,"Dunkin' Donuts",Westside,5905 W Sahara Ave,Las Vegas,NV,89146,36.1439,-115.222,2.5,70,1
0ktWihvmKQiPrXFXhYotCA,Rocky Mountain Chocolate Factory,Downtown,200 E Fremont St,Las Vegas,NV,89101,36.1708,-115.144,4,18,1
0KvfCT32KjhJh1JD1hh5Yg,Down Syndrome Organization of Southern Nevada,,5300 Vegas Dr,Las Vegas,NV,89108,36.1885,-115.214,3.5,3,1
0laIzUamNI0LAl2HBb70lw,UNLV Performing Arts Center,University,4505 Maryland Pkwy,Las Vegas,NV,89119,36.1101,-115.139,4.5,11,1
0LD904DOPU3T_asJGOTZyg,Fractured Prune Doughnuts,Spring Valley,"9460 W Flamingo Rd, Ste 115",Las Vegas,NV,89147,36.1155,-115.298,4.5,184,1
0LDW1WT4mQ6r9GBf4G4kzA,Money Plays,,"4755 W Flamingo Rd, Ste G",Las Vegas,NV,89103,36.115,-115.206,4,109,1
0lETSsJdIy0qXG8D092VIQ,A Happy Dog Wash,Westside,"1725 S Rainbow Blvd, Ste 12",Las Vegas,NV,89146,36.1527,-115.244,4,39,0
0LGnU7V3nepi8NUNzyQOXw,Einstein Bros Bagels,Centennial,"6770 N Durango Dr, Ste 140",Las Vegas,NV,89149,36.2838,-115.287,3.5,99,1
0lKsDdM1ewhGtCRXYvSFMw,T.H.E Salon,Westside,2975 S Rainbow Blvd,Las Vegas,NV,89146,36.1357,-115.244,3.5,39,1
