businessId,flagged_reviews,one_star_count,total_reviews,total_stars,word_count,proportion_flagged_reviews,average_flagged_words_per_review,average_stars_per_review,proportion_one_star,name,neighborhood,address,postal_code,stars,review_count,categories,ifFail,failTimes
eEnNw3_hBvxcFHyr23kAuA,628,495,2068,6234,911,0.303675,0.440522,3.01451,0.239362,Hard Rock Hotel & Casino,Eastside,4455 Paradise Rd,89169,3,2066,Bars;Arts & Entertainment;Nightlife;Hotels & Travel;Event Planning & Services;Hotels;Casinos,0,0
tH0wF3EPPgAY14lnmK1_Sg,0,0,9,44,0,0,0,4.88889,0,Makai Pacific Island Grill,,1932 Rock Springs Dr,89128,5,9,Asian Fusion;Restaurants;Barbeque;Hawaiian,0,0
07gh-AImcEcWQ2bew-jprg,11,7,103,362,12,0.106796,0.116505,3.51456,0.0679612,Woo Che,Chinatown,4711 Spring Mountain Rd,89102,3.5,103,Korean;Restaurants;Barbeque;Buffets,1,4
dM8Yp8StA1NdusK5Ta_j-g,30,25,469,2014,33,0.0639659,0.0703625,4.29424,0.0533049,Retro Bakery,Centennial,7785 N Durango Dr,89131,4.5,469,Food;Bakeries;Desserts,0,0
1MrSwj8i2VEBHdp3IsWCpQ,2,4,112,507,6,0.0178571,0.0535714,4.52679,0.0357143,El Fish Taco,Southeast,2457 E Tropicana Ave,89121,4.5,112,Restaurants;Seafood;Breweries;Food;Mexican,0,0
gH0E4kqHaWjxoRtin7dmKA,0,2,14,58,0,0,0,4.14286,0.142857,ALEX AND ANI,The Strip,3355 S Las Vegas Blvd,89109,4,14,Shopping;Jewelry,0,0
4ubvNMCunbZt0NrVqySXPw,0,2,21,90,0,0,0,4.28571,0.0952381,CPAP Store Las Vegas,Westside,4533 W Sahara Ave,89102,4.5,21,Medical Supplies;Shopping,0,0
bffQssCZ-KpA_PPIu6Vysg,23,7,18,41,23,1.27778,1.27778,2.27778,0.388889,Chuck E Cheeses,Sunrise,350 N Nellis Blvd,89110,2.5,18,Pizza;Restaurants,0,0
pdgzBiQBs8HGUBJzXe9j6w,1,4,23,82,1,0.0434783,0.0434783,3.56522,0.173913,Gourmet Wok,Westside,7638 Westcliff Dr,89145,3.5,23,Chinese;Restaurants,1,3
8olG8J91NG_QU92WHG5QfA,53,63,617,2385,88,0.0858995,0.142626,3.86548,0.102107,Amore Taste of Chicago,Spring Valley,3945 S Durango Dr,89147,4,617,Italian;Restaurants;Pizza,0,0
zBD6zc8YU-TA0_KJmN1tpA,20,31,153,526,24,0.130719,0.156863,3.43791,0.202614,"Rosati's Pizza",South Summerlin,3370 S Hualapai Way,89117,3.5,152,Pizza;Italian;Salad;Restaurants,1,5
y4ETe3DkcIjjr_eyeg5U5g,29,14,760,3404,46,0.0381579,0.0605263,4.47895,0.0184211,Cornish Pasty,Downtown,10 E Charleston Blvd,89104,4.5,760,Restaurants;Specialty Food;Food;Bars;British;Nightlife;Pubs,0,0
X-WXPGYuuknAjZkpYGeRiw,289,193,445,1065,444,0.649438,0.997753,2.39326,0.433708,Alexis Park Resort,Eastside,375 E Harmon Ave,89169,2.5,445,Professional Services;Swimming Pools;Venues & Event Spaces;Resorts;Event Planning & Services;Active Life;Hotels & Travel;Casinos;Arts & Entertainment;Hotels,0,0
gTlDDzDEHyDQ6iwjNhpI6A,56,66,1152,4973,70,0.0486111,0.0607639,4.31684,0.0572917,"Mount Everest India's Cuisine",Westside,3641 W Sahara Ave,89102,4.5,1152,Indian;Restaurants,0,0
SUH0cMrRsysIu2hKqQQKBA,43,47,73,138,58,0.589041,0.794521,1.89041,0.643836,The Rita Suites,,344 E Desert Inn Rd,89109,2,73,Event Planning & Services;Hotels;Hotels & Travel,0,0
ugLqbAvBdRDc-gS4hpslXw,220,152,1718,6767,264,0.128056,0.153667,3.93888,0.088475,Yama Sushi,Eastside,1350 E Flamingo Rd,89119,4,1717,Restaurants;Sushi Bars,0,0
LYWbyu1EQM2o5hwHG5_Ldg,85,112,866,3000,90,0.0981524,0.103926,3.4642,0.12933,RM Seafood,The Strip,3950 S Las Vegas Blvd,89119,3.5,866,Sushi Bars;Seafood;Restaurants,0,0
KwKkNTxYGyo4H6pKZ6usSA,13,95,269,811,15,0.0483271,0.0557621,3.01487,0.35316,RC Willey,South Summerlin,3850 S Town Center Dr,89135,3,269,Appliances;Mattresses;Home Services;Home & Garden;Electronics;Carpeting;Shopping;Furniture Stores,0,0
JpgVl3d20CMRNjf1DVnzGA,335,478,1909,5754,456,0.175485,0.238869,3.01414,0.250393,Pampas Churrascaria Brazilian Grille,The Strip,3663 S Las Vegas Blvd,89109,3,1911,Restaurants;Steakhouses;Brazilian;Buffets;Seafood,0,0
-3zffZUHoY8bQjGfPSoBKQ,45,26,590,2386,62,0.0762712,0.105085,4.04407,0.0440678,Michael Mina,The Strip,3600 S Las Vegas Blvd,89109,4,590,Seafood;Bars;Nightlife;American (New);Restaurants,0,0
upxEHDxnEPwuts9xY0ylng,3,4,69,268,3,0.0434783,0.0434783,3.88406,0.057971,Gyro Time Restaurant,Westside,5239 W Charleston Blvd,89146,4,69,Greek;Restaurants;Mediterranean,0,0
xtYiHTmunjfCN2sUaQxBjA,842,600,2081,5555,1333,0.404613,0.640557,2.66939,0.288323,Rio All Suites Hotel & Casino,,3700 W Flamingo Rd,89103,2.5,2080,Casinos;Event Planning & Services;Hotels;Arts & Entertainment;Hotels & Travel,0,0
IkI9yPjx-MRYh-Jh-LqIiQ,6,15,79,265,6,0.0759494,0.0759494,3.35443,0.189873,Downtown Crown Pub,Downtown,107 E Charleston Blvd,89104,3.5,79,British;Pubs;Bars;Nightlife;Restaurants,0,0
KjjNv4YFzBFnsBh2ncH1Iw,9,13,90,282,9,0.1,0.1,3.13333,0.144444,China Tango Bistro,Summerlin,10300 W Charleston Blvd,89135,3,90,Restaurants;Chinese,0,0
pRmb8_tAP5y4YPt_viL07g,32,21,234,888,36,0.136752,0.153846,3.79487,0.0897436,Whole Foods Market,Westside,8855 W Charleston Blvd,89117,4,234,Health Markets;Specialty Food;Food;Grocery;Organic Stores,0,0
_3FxLxdg1unUQc3QqIgJuA,43,35,385,1434,48,0.111688,0.124675,3.72468,0.0909091,T-Bones Chophouse,South Summerlin,11011 W Charleston Blvd,89135,3.5,385,Steakhouses;Restaurants,0,0
JDZ6_yycNQFTpUZzLIKHUg,210,102,1690,7160,248,0.12426,0.146746,4.23669,0.060355,El Dorado Cantina,,3025 Sammy Davis Jr Dr,89109,4,1694,Lounges;Mexican;Restaurants;Bars;Nightlife,0,0
hqOsV1nimZwMnu5dj7op5Q,0,0,20,91,0,0,0,4.55,0,Laughternoon,Downtown,301 Fremont St,89101,4.5,20,Performing Arts;Arts & Entertainment,0,0
01Ov9eDxKRY5k6ImMdiWLQ,69,44,166,517,125,0.415663,0.753012,3.11446,0.26506,Hong Kong Garden Seafood & BBQ Cafe,Chinatown,3407 S Jones Blvd,89146,3,166,Barbeque;Chinese;Restaurants;Seafood,0,0
ujHiaprwCQ5ewziu0Vi9rw,693,376,3836,13073,981,0.180657,0.255735,3.40798,0.0980188,The Buffet at Bellagio,The Strip,3600 S Las Vegas Blvd,89109,3.5,3838,Buffets;Restaurants;American (New),0,0
QJR4qBUHegWEozSQrGmBPw,107,115,1747,6685,133,0.0612479,0.0761305,3.82656,0.0658271,Olives,The Strip,3600 S Las Vegas Blvd,89109,4,1747,Bars;Mediterranean;American (New);Nightlife;Restaurants,0,0
bzI2YREsxDomhVvvaZmcSw,10,12,229,892,12,0.0436681,0.0524017,3.8952,0.0524017,"Sammy's Woodfired Pizza and Grill",Spring Valley,7345 Arroyo Crossing Pkwy,89113,4,229,Pizza;Salad;Restaurants;Gluten-Free,0,0
esBRj9uPRzwxaW4Lz1XGLA,87,49,585,2237,122,0.148718,0.208547,3.82393,0.0837607,Oyster Bar,The Strip,3475 S Las Vegas Blvd,89109,4,585,Seafood;Live/Raw Food;Italian;Restaurants,0,0
D9iGotN_nI8MCzVpISep9w,1,0,27,108,1,0.037037,0.037037,4,0,Que Huong Restaurant,Chinatown,3409 S Jones Blvd,89146,4,27,Restaurants;Vietnamese,0,0
0zoXYHq82haayMaV952jEQ,37,25,356,1405,38,0.103933,0.106742,3.94663,0.0702247,Greens and Proteins,Spring Valley,9809 W Flamingo Rd,89147,4,355,Sandwiches;Juice Bars & Smoothies;Pizza;Burgers;Food;Restaurants;American (New),0,0
zcScEL0WEdFkROcnz5379g,180,56,886,3579,225,0.20316,0.25395,4.0395,0.0632054,The Boiling Crab,,4025 S Decatur Blvd,89103,4,885,Seafood;Cajun/Creole;Restaurants,0,0
czyhvf93Txsfxdxqcm16mA,40,39,338,1278,47,0.118343,0.139053,3.78106,0.115385,Rice n Noodle,Southwest,7910 S Rainbow Blvd,89139,4,338,Noodles;Restaurants;Chinese,0,0
FCP5hYaTtn6dkpmZ_NTvEw,32,10,212,772,42,0.150943,0.198113,3.64151,0.0471698,Makino,Downtown,775 S Grand Central Pkwy,89106,3.5,212,Japanese;Buffets;Restaurants,0,0
Ec9CBmL3285XkeHaNp-bSQ,70,48,1132,4698,86,0.0618375,0.0759717,4.15018,0.0424028,District One,Chinatown,3400 S Jones Blvd,89146,4,1132,Dive Bars;Seafood;Restaurants;Asian Fusion;Bars;Nightlife;Vietnamese;Sports Bars,1,4
JTFFtWy_chbsHTs95yD_2Q,56,91,814,2666,69,0.0687961,0.0847666,3.27518,0.111794,Cafe Bellagio,The Strip,3600 S Las Vegas Blvd,89109,3.5,814,Restaurants;Sandwiches;Burgers;American (New);American (Traditional);Cafes,0,0
ruPFtD9dU6Cv9_wpzIR4UQ,43,67,427,1353,65,0.100703,0.152225,3.16862,0.156909,Coronado Cafe,Southeast,9777 S Las Vegas Blvd,89183,3,427,Restaurants;Diners,0,0
VRTfAP2DjvUYxRY3dw37hA,32,5,176,725,32,0.181818,0.181818,4.11932,0.0284091,Spa and Salon at Bellagio,The Strip,3600 S Las Vegas Blvd,89109,4,176,Gyms;Beauty & Spas;Active Life;Fitness & Instruction;Hair Salons;Day Spas,0,0
Wg91oE233AzNieNryRJYYg,11,35,116,327,15,0.0948276,0.12931,2.81897,0.301724,"Applebee's Neighborhood Grill & Bar",Eastside,3340 S Maryland Pkwy,89109,3,116,Sports Bars;Nightlife;American (New);Restaurants;American (Traditional);Steakhouses;Burgers;Bars,0,0
XjepvTIfp4iqGq1orODedg,60,29,404,1564,92,0.148515,0.227723,3.87129,0.0717822,Four Kegs Sports Bar,,276 N Jones Blvd,89107,4,403,Nightlife;Restaurants;American (New);Sports Bars;American (Traditional);Bars,0,0
lTixk1IT-D4hoMZ6LgoyHQ,68,38,820,3456,76,0.0829268,0.0926829,4.21463,0.0463415,The Barrymore,The Strip,99 Convention Center Dr,89109,4,820,Restaurants;American (New);Steakhouses,0,0
NSifXpsCRvnsBRqrHF9CJA,3,9,42,132,3,0.0714286,0.0714286,3.14286,0.214286,Lucky Bar,South Summerlin,11011 W Charleston Blvd,89135,3,42,Nightlife;Bars;Sports Bars,0,0
6Q7-wkCPc1KF75jZLOTcMw,1237,847,2172,5061,2034,0.569521,0.936464,2.33011,0.389963,Circus Circus Las Vegas Hotel and Casino,The Strip,2880 S Las Vegas Blvd,89109,2.5,2171,Arts & Entertainment;Event Planning & Services;Hotels & Travel;Casinos;Hotels,0,0
Gml97gSULiA6HFjie01d3Q,28,30,239,934,28,0.117155,0.117155,3.90795,0.125523,Pellegrini Pizza,Westside,101 S Rainbow Blvd,89107,4,239,Food Delivery Services;Restaurants;Salad;Sandwiches;Food;Pizza,1,6
WrHu03srbhJAw6bnTIixdw,27,58,381,1342,37,0.0708661,0.0971129,3.52231,0.152231,Kobe Sushi Bistro,Spring Valley,6375 S Rainbow Blvd,89118,3.5,381,Restaurants;Burgers;Sushi Bars;Asian Fusion;Japanese,0,0
YNHvFEvp9VDNwX5VhRanYQ,37,41,384,1302,48,0.0963542,0.125,3.39062,0.106771,Mac Shack Spring Valley,Southwest,8680 W Warm Springs Rd,89148,3.5,384,Italian;Restaurants,0,0
g8OnV26ywJlZpezdBnOWUQ,258,214,3051,11591,352,0.0845624,0.115372,3.79908,0.0701409,Hash House A Go Go,Westside,6800 W Sahara Ave,89146,4,3050,Restaurants;Breakfast & Brunch;American (New),0,0
v2xh5qtrlRJSU3OnixJH2g,1,5,65,258,1,0.0153846,0.0153846,3.96923,0.0769231,Pasta Fresh,Spring Valley,4165 S Grand Canyon Dr,89147,4,65,Restaurants;Food;Italian,0,0
qmymSqVwHYRqdwfcBatzpQ,99,42,610,2458,129,0.162295,0.211475,4.02951,0.0688525,Vintner Grill,Summerlin,10100 W Charleston Blvd,89135,4,610,Restaurants;Nightlife;Bars;American (Traditional);Cocktail Bars;Sandwiches;American (New);Wine Bars,0,0
ZpMoI5EECS6Rm7KigN1gPg,34,42,328,1155,38,0.103659,0.115854,3.52134,0.128049,Jasmine,The Strip,3600 S Las Vegas Blvd,89109,3.5,328,Chinese;Japanese;Bars;Nightlife;Restaurants,0,0
BIBWGO_r_1znnlmLbp4Nxg,588,348,1710,5439,908,0.34386,0.530994,3.1807,0.203509,Golden Nugget,Downtown,129 E Fremont St,89101,3,1710,Hotels;Arts & Entertainment;Hotels & Travel;Casinos;Event Planning & Services,0,0
lsXRQ6DxyrbMFhl8croN8Q,4,10,103,397,4,0.038835,0.038835,3.85437,0.0970874,Yuki Shaved Snow,Centennial,8414 Farm Rd,89131,4,103,Desserts;Shaved Snow;Ice Cream & Frozen Yogurt;Food;Shaved Ice,0,0
vIr0LbBNDTB0HV0DZrnk6A,2,22,125,396,4,0.016,0.032,3.168,0.176,Lily,The Strip,3600 S Las Vegas Blvd,89109,3,124,Bars;Nightlife;Lounges,0,0
N6MzDoao6s68nAIW8vS9dQ,61,34,558,2445,65,0.109319,0.116487,4.38172,0.0609319,"Biaggio's Pizzeria",Spring Valley,4235 S Fort Apache Rd,89147,4.5,558,Specialty Food;Pasta Shops;Restaurants;Italian;Pizza;Food,1,2
HhVmDybpU7L50Kb5A0jXTg,211,356,2673,9257,282,0.0789375,0.105499,3.46315,0.133184,"Guy Fieri's Vegas Kitchen & Bar",The Strip,3535 S Las Vegas Blvd,89109,3.5,2674,American (New);Burgers;Restaurants;Pubs;Nightlife;American (Traditional);Bars;Breakfast & Brunch;African,0,0
Hsn3CYnTsrQ2nJzTKefDQA,13,14,109,433,15,0.119266,0.137615,3.97248,0.12844,Pho Saigon 8,Spring Valley,6910 S Rainbow Blvd,89118,4,110,Coffee & Tea;Restaurants;Food;Sandwiches;Vietnamese,0,0
8bYXg27QEoAx7us15eIL5g,3,36,86,198,3,0.0348837,0.0348837,2.30233,0.418605,"Applebee's Neighborhood Grill & Bar",Westside,4605 W Charleston Blvd,89102,2.5,86,Burgers;Bars;Nightlife;Chicken Wings;Restaurants;American (Traditional);Steakhouses;Sports Bars;Fast Food,0,0
zRqi6L1u-YmmVAHjeUbGMQ,23,33,951,4104,28,0.0241851,0.0294427,4.31546,0.0347003,SkinnyFATS,Spring Valley,8680 W Warm Springs Rd,89148,4.5,952,Restaurants;American (New);Breakfast & Brunch;Food;Juice Bars & Smoothies,0,0
gBy6UXTpoSHhW6qd15XU0g,20,13,176,710,27,0.113636,0.153409,4.03409,0.0738636,Lakes Lounge,The Lakes,2920 Lake East Dr,89117,4,176,American (Traditional);Restaurants,0,0
tVW7pefO8xIgWMF86oVhKQ,3,7,100,395,3,0.03,0.03,3.95,0.07,Firehouse Subs,Spring Valley,6070 S Rainbow Blvd,89118,4,100,Delis;Restaurants;Fast Food;Sandwiches,0,0
C6C_dc78Zhzei9wrZs-tdQ,289,129,556,1682,385,0.519784,0.692446,3.02518,0.232014,El Cortez Hotel & Casino,Downtown,600 Fremont St,89101,3,555,Hotels & Travel;Casinos;Hotels;Arts & Entertainment;Event Planning & Services,0,0
LYNKKnl4jAiU1-U-97gR5Q,30,82,357,1176,43,0.0840336,0.120448,3.29412,0.229692,SlotZilla,Downtown,425 Fremont St,89101,3.5,357,Ziplining;Active Life;Amusement Parks,0,0
OKZkEXzJt0XIamHRRTX-8g,115,177,894,2631,124,0.128635,0.138702,2.94295,0.197987,"Carlo's Bakery",The Strip,3355 Las Vegas Blvd,89109,3,894,Cupcakes;Bakeries;Food;Desserts,0,0
awI4hHMfa7H0Xf0-ChU5hg,229,70,2127,9416,259,0.107663,0.121768,4.42689,0.0329102,Oyster Bar,,2411 W Sahara Ave,89102,4.5,2125,Restaurants;Bars;Seafood;Nightlife,0,0
CauQnqZ5eowyrr7oWF_p3Q,36,30,979,4304,40,0.0367722,0.040858,4.39632,0.0306435,"John Mull's Meats & Road Kill Grill",Northwest,3730 Thom Blvd,89130,4.5,980,Butcher;Meat Shops;Specialty Food;Food;Restaurants;Caterers;Barbeque;Event Planning & Services,0,0
xTlmLL2xZZ0xhZ2J16zXQQ,27,25,288,1147,32,0.09375,0.111111,3.98264,0.0868056,"Holley's Cuppa",Southwest,9265 S Cimarron Rd,89178,4,288,Food;Bakeries;Coffee & Tea;Juice Bars & Smoothies,1,1
2YBO1LEKIgyle0uX50u15Q,4,19,165,569,4,0.0242424,0.0242424,3.44848,0.115152,Noodle Exchange,,4000 W Flamingo Rd,89103,3.5,165,Noodles;Restaurants;Chinese,0,0
t6WY1IrohUecqNjd9bG42Q,63,52,355,1260,76,0.177465,0.214085,3.5493,0.146479,Red Velvet Cafe,Westside,7875 W Sahara Ave,89117,3.5,355,Vegetarian;Restaurants;Vegan;Cafes,0,0
qsJkjQoM3Hdg6Gtqp2S9_w,50,54,489,1823,74,0.102249,0.151329,3.72802,0.110429,"Archi's Thai Cafe",Westside,9350 W Sahara Ave,89117,3.5,489,Thai;Restaurants,1,4
QC2L9OB9MxVZVgsCFQcbtA,2,5,58,263,2,0.0344828,0.0344828,4.53448,0.0862069,The Birthday Suit,South Summerlin,3700 S Hualapai Way,89147,4.5,58,Beauty & Spas;Hair Removal;Waxing;Skin Care,0,0
E8JxHzlUrwio8gxV9k8a9Q,11,5,41,150,11,0.268293,0.268293,3.65854,0.121951,"Levy's Bagels & Deli",Westside,7875 W Sahara,89117,3.5,41,Breakfast & Brunch;Delis;Restaurants;Kosher,0,0
2sx52lDoiEtef7xgPCaoBw,46,26,970,4361,57,0.0474227,0.0587629,4.49588,0.0268041,VegeNation,Downtown,616 Carson Ave,89101,4.5,970,Vegan;Bars;Nightlife;Wine Bars;Restaurants;Sandwiches;Vegetarian;Live/Raw Food;Waffles,0,0
6xgcHeLad-VaoTIQewK84A,57,42,842,3417,155,0.067696,0.184086,4.05819,0.0498812,N9NE Steakhouse,,4321 W Flamingo Rd,89103,4,842,Restaurants;Steakhouses;American (Traditional);Seafood,0,0
9J-Vg2-uqjreSRtITaDlMg,0,1,22,93,0,0,0,4.22727,0.0454545,Odyssey Pizza,Downtown,1930 Fremont St,89101,4,22,Pizza;Restaurants,1,4
dm6sO_Y8JdKTE1ZM955yug,32,23,423,1822,37,0.0756501,0.0874704,4.30733,0.0543735,Chada Thai & Wine,Chinatown,3400 S Jones Blvd,89146,4.5,423,Restaurants;Wine Bars;Thai;Nightlife;Bars,0,0
gBQH64vIkA-kIDFGM290dw,15,21,124,426,17,0.120968,0.137097,3.43548,0.169355,"Sultan's Grill",Summerlin,1910 Village Center Cir,89134,3.5,124,Restaurants;Mediterranean;Greek,1,3
NQXuoB9JTPUItHvouMgWjQ,57,35,538,2235,70,0.105948,0.130112,4.15427,0.0650558,"Violette's Vegan Organic Cafe & Juice Bar",Westside,8560 W Desert Inn Rd,89117,4,538,Juice Bars & Smoothies;Vegetarian;Vegan;Restaurants;Food,0,0
87YsVbCN_kfzheY79Fzjkg,51,30,177,693,51,0.288136,0.288136,3.91525,0.169492,Pastry Palace,Westside,4523 W Sahara Ave,89102,4,177,Custom Cakes;Food;Cupcakes;Desserts;Bakeries,0,0
vGAJwqvfJLoeHdaM-8eRng,32,70,201,540,62,0.159204,0.308458,2.68657,0.348259,"Chili's",Centennial,6505 N Decatur Blvd,89131,2.5,202,Tex-Mex;American (Traditional);Restaurants;Nightlife;Bars,0,0
6TvB1PZCY1Ap2S-yNJPs4w,10,64,132,293,11,0.0757576,0.0833333,2.2197,0.484848,Hooters,Eastside,115 E Tropicana Ave,89109,2,132,American (Traditional);Nightlife;Burgers;American (New);Bars;Restaurants;Chicken Wings;Sports Bars,0,0
AbadN65irz8uSL8z6fkoBg,45,18,88,246,45,0.511364,0.511364,2.79545,0.204545,BBQ King,Chinatown,5650 Spring Mountain Rd,89146,3,88,Chinese;Cantonese;Barbeque;Restaurants,0,0
WzkbnhI-fxdH_tMzT3evtA,11,8,59,221,11,0.186441,0.186441,3.74576,0.135593,"Mr D's Sportsbar & Grill",Westside,1810 S Rainbow Blvd,89146,3.5,59,Restaurants;Nightlife;Sports Bars;Karaoke;Bars;American (Traditional),0,0
F1ISXp1sC0iQ2Ee138J73g,33,90,182,387,40,0.181319,0.21978,2.12637,0.494505,Einstein Bros Bagels,Southwest,3837 Blue Diamond Rd,89139,2,182,Coffee & Tea;Bagels;Food,0,0
U1XLS-uQJVnQRvshnvAeXQ,4,14,90,304,4,0.0444444,0.0444444,3.37778,0.155556,The Little Kitchen Cafe,Chinatown,4215 Spring Mountain Rd,89102,3.5,90,Food;Chinese;Taiwanese;Restaurants;Shaved Ice,0,0
hU7z5Jtl57RIODS0hPg9Ug,28,15,149,597,28,0.187919,0.187919,4.00671,0.100671,Apache Taco Shop,The Lakes,2521 S Fort Apache Rd,89117,4,149,Breakfast & Brunch;Mexican;Tacos;Restaurants;Desserts;Food,1,1
JlEy8FH6123SJBoNwG235g,1,10,136,607,1,0.00735294,0.00735294,4.46324,0.0735294,WingTime,,6572 N Decatur Blvd,89131,4.5,137,Chicken Wings;Restaurants;Chicken Shop,0,0
2RFe9vDTzyBkF4mvsFDDow,14,33,127,405,23,0.110236,0.181102,3.18898,0.259843,"Dickey's Barbecue Pit",,6584 N Decatur Blvd,89131,3,127,Barbeque;Restaurants,0,0
diJLOTB7YfItRLcEr55MoQ,0,2,45,206,0,0,0,4.57778,0.0444444,Alibi Las Vegas,Downtown,707 Fremont St,89101,4.5,45,Tours;Arts & Entertainment;Food Tours;Scavenger Hunts;Hotels & Travel;Performing Arts;Active Life;Walking Tours,0,0
eSLwC2iFJOU4UWXyuPiTpg,33,86,340,1004,44,0.0970588,0.129412,2.95294,0.252941,"Hennessey's Tavern",Downtown,425 Fremont St,89101,3,340,Irish Pub;Irish;Nightlife;Restaurants;Bars;Pubs,0,0
Mg0HnPrsAEzQ0lGLj_BXSQ,2,4,26,103,2,0.0769231,0.0769231,3.96154,0.153846,Men of Sapphire,,3025 Sammy Davis Jr Dr,89109,4,26,Nightlife;Adult Entertainment;Arts & Entertainment;Ticket Sales,0,0
z8XIldYr65CKOz8yOI5R8A,65,37,326,1172,91,0.199387,0.279141,3.59509,0.113497,JW Marriott Las Vegas Resort & Spa,Westside,221 N Rampart Blvd,89145,3.5,326,Venues & Event Spaces;Day Spas;Event Planning & Services;Hotels;Hotels & Travel;Resorts;Beauty & Spas,0,0
2NsEac9xCBI05bo5l4yI7Q,92,212,407,975,124,0.226044,0.304668,2.39558,0.520885,Hertz Rent A Car,Southeast,7135 Gilespie St,89119,2.5,408,Automotive;Hotels & Travel;Car Rental,0,0
PglC8rgguMIlT621p1BLdQ,29,41,681,2817,30,0.0425844,0.0440529,4.13656,0.0602056,Yum Cha,,4945 W Tropicana Ave,89103,4,681,Dim Sum;Hot Pot;Chinese;Restaurants;Cantonese,1,2
vl2IZrNJEA8npSjqXbdwxw,82,60,1111,4597,88,0.0738074,0.0792079,4.13771,0.0540054,BabyStacks Cafe,Summerlin,2400 N Buffalo Dr,89128,4,1111,Restaurants;American (Traditional);Breakfast & Brunch,0,0
GVHCYFp_o3FxzHKebmtdzQ,68,25,140,535,114,0.485714,0.814286,3.82143,0.178571,Freakling Bros The Trilogy of Terror,Spring Valley,4245 S Grand Canyon Dr,89147,4,140,Haunted Houses;Arts & Entertainment;Performing Arts,0,0
sba0fwlKAZFGWWtsf5Jbwg,61,12,203,870,63,0.300493,0.310345,4.28571,0.0591133,Strip View Cafe,Westside,3225 S Rainbow Blvd,89146,4.5,203,Breakfast & Brunch;Food;Cafes;Juice Bars & Smoothies;Sandwiches;Coffee & Tea;Restaurants;Desserts;Internet Cafes,0,0
